,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,75
,Staphylococcus phage phi13,Staphylococcus aureus subsp. aureus NCTC 8325,pos,NC_004617,NP_803393.1,TR-ListeriaB025,TR-ListeriaB025,0.0000014,36.6,1,118,1,0,1,
,Staphylococcus phage phi13,Staphylococcus aureus subsp. aureus NCTC 8325,pos,NC_004617,NP_803393.1,TR-FL3A,TR-FL3A,2.4,16.6,1,119,0,1,1,
,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_805161.1,TR-BcepMu,TR-BcepMu,0,219.3,10,154,1,0,1,
,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_805161.1,TR-DMS3,TR-DMS3,0.015,24.2,6,110,0,0,0,
,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_807090.1,TR-P2,TR-P2,3.70E-39,142.1,1,131,0,0,0,
,Bacteroides thetaiotaomicron VPI-5482,0,0,NC_004663,NP_809476.1,TR-Bmccartyi,TR-Bmccartyi,2.3,16.7,37,102,0,0,0,
,Enterococcus faecalis V583,0,0,NC_004668,NP_815007.1,TR-SPP1,TR-SPP1,1.4,17.5,5,125,0,1,1,
,Enterococcus faecalis V583,0,0,NC_004668,NP_815175.1,TR-BCJA1C,TR-BCJA1C,7.2,14.8,68,125,1,0,1,
,Enterococcus faecalis V583,0,0,NC_004668,NP_815175.1,TR-BCJA1C,TR-BCJA1C,7.2,14.8,115,160,0,0,0,
,Enterococcus faecalis V583,0,0,NC_004668,NP_815676.1,TR-CD38,TR-CD38,0.0024,26.2,1,124,0,0,0,
,Enterococcus faecalis V583,0,0,NC_004668,NP_816440.1,TR-SPP1,TR-SPP1,0.85,18.2,8,104,0,0,0,
,Mycobacterium phage Che8,Mycobacterium,myc,NC_004680,NP_817348.1,TR-Che8,TR-Che8,9.40E-22,85.9,8,134,0,0,0,
,Mycobacterium phage Cjw1,Mycobacterium,myc,NC_004681,NP_817467.1,TR-Che8,TR-Che8,9.50E-29,108.6,10,132,0,0,0,
,Mycobacterium phage Bxz2,Mycobacterium,myc,NC_004682,NP_817611.1,TR-Che8,TR-Che8,0.0021,26.6,6,133,0,0,0,
,Mycobacterium phage Che9c,Mycobacterium,myc,NC_004683,NP_817688.1,TR-Che8,TR-Che8,1.50E-22,88.5,11,135,0,1,1,
,Mycobacterium phage Corndog,Mycobacterium,myc,NC_004685,NP_817899.1,TR-SPP1,TR-SPP1,8.4,15,24,139,1,0,1,
,Mycobacterium phage Corndog,Mycobacterium,myc,NC_004685,NP_817899.1,TR-Che8,TR-Che8,8.30E-23,89.3,27,147,0,0,0,
,Mycobacterium phage Che9d,Mycobacterium,myc,NC_004686,NP_817986.1,TR-Che8,TR-Che8,0.063,21.8,16,134,0,0,0,
,Mycobacterium phage Omega,Mycobacterium,myc,NC_004688,NP_818329.1,TR-Che8,TR-Che8,4.20E-27,103.2,8,138,0,0,0,
,Coxiella burnetii RSA 493,0,0,NC_002971,NP_820958.1,U_TR_Oligot,U_TR_Oligot,2.9,16.1,37,139,0,1,1,
,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_826689.1,TR-SPP1,TR-SPP1,0.0029,26.2,11,138,1,0,1,
,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_826689.1,TR-Che8,TR-Che8,1.40E-26,101.5,12,147,0,0,0,
,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_827802.1,TR-Giles,TR-Giles,9.5,14.5,172,272,0,0,0,
,Staphylococcus phage phiN315,Staphylococcus aureus subsp. aureus N315,pos,NC_004740,NP_835561.1,TR-ListeriaB025,TR-ListeriaB025,0,186.6,1,135,0,0,0,
,Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836415.1,TR-Lam,TR-Lam,0,226,1,133,0,0,0,
,Yersinia phage L-413C,Yersinia pestis,neg,NC_004745,NP_839861.1,TR-P2,TR-P2,3.20E-38,139,1,131,0,0,0,
,Lactococcus phage P335 sensu lato,Lactococcus lactis,pos,NC_004746,NP_839930.1,TR-Sfi21,TR-Sfi21,1.12E-44,159.9,2,125,0,0,0,
,Bacillus anthracis str. Ames,0,0,NC_003997,NP_843012.1,TR-Bmccartyi,TR-Bmccartyi,0.00000054,38.1,1,104,0,0,0,
,Bacillus anthracis str. Ames,0,0,NC_003997,NP_846035.1,TR-Bmccartyi,TR-Bmccartyi,0.0000025,36,1,105,0,1,1,
,Bacillus anthracis str. Ames,0,0,NC_003997,NP_846325.1,TR-SPP1,TR-SPP1,0.013,24.1,7,113,1,0,1,
,Bacillus anthracis str. Ames,0,0,NC_003997,NP_846325.1,TR-ListeriaB025,TR-ListeriaB025,0.035,22.4,6,117,0,0,0,
,Haemophilus phage Aaphi23,Actinobacillus actinomycetemcomitans,neg,NC_004827,NP_852764.1,TR-Bcep1,TR-Bcep1,8.40E-22,85.7,88,188,0,1,1,
,Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858960.1,TR-SPP1,TR-SPP1,0.00002,33.2,3,111,1,0,1,
,Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858960.1,TR-Che8,TR-Che8,5.9,15.4,3,115,0,0,0,
,Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858964.1,TR-Giles,TR-Giles,8.5,14.7,2,72,0,1,1,
,Enterobacteria phage RB69,Escherichia coli,neg,NC_004928,NP_861867.1,TR-T4,TR-T4,0,209.4,1,186,1,0,1,
,Enterobacteria phage RB69,Escherichia coli,neg,NC_004928,NP_861867.1,U_T4-gp15_tss,U_T4-gp15_tss,0,376.6,1,219,0,0,0,
,Streptococcus phage SM1,Streptococcus mitis SF100,pos,NC_004996,NP_862884.1,TR-Che8,TR-Che8,0.025,23.2,1,110,0,1,1,
,Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872742.1,TR-Mu,TR-Mu,0,181,3,198,1,0,1,
,Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_872742.1,TR-DMS3,TR-DMS3,3.3,16.6,4,98,0,1,1,
,Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873077.1,TR-Mu,TR-Mu,4.5,15.3,7,130,1,0,1,
,Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873077.1,TR-DMS3,TR-DMS3,7.80E-24,92.9,3,122,0,0,0,
,Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873958.1,TR-DMS3,TR-DMS3,3.30E-18,74.7,1,105,0,1,1,
,Enterobacteria phage RB49,Escherichia coli,neg,NC_005066,NP_891722.1,TR-T4,TR-T4,0,246.8,1,203,1,0,1,
,Enterobacteria phage RB49,Escherichia coli,neg,NC_005066,NP_891722.1,U_T4-gp15_tss,U_T4-gp15_tss,0,317.4,1,235,0,0,0,
,Yersinia phage PY54,Yersinia enterocolitica,neg,NC_005069,NP_892055.1,TR-PY54,TR-PY54,0,215.9,15,140,0,1,1,
,Vibrio phage KVP40,Vibrio parahaemolyticus,neg,NC_005083,NP_899598.1,TR-T4,TR-T4,0,254.9,1,200,1,0,1,
,Vibrio phage KVP40,Vibrio parahaemolyticus,neg,NC_005083,NP_899598.1,U_T4-gp15_tss,U_T4-gp15_tss,0,436.3,1,231,0,0,0,
,Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_900021.1,TR-Mu,TR-Mu,0,214.7,5,219,0,0,0,
,Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_900077.1,TR-BcepMu,TR-BcepMu,0,165.4,1,142,0,1,1,
,Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_901800.1,TR-BcepMu,TR-BcepMu,0,201.6,11,154,1,0,1,
,Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_901800.1,TR-DMS3,TR-DMS3,0.017,23.9,5,112,0,0,0,
,Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_924977.1,TR-Che8,TR-Che8,4.5,15.8,636,733,0,1,1,
,Aeromonas phage 44RR2.8t,Aeromonas salmonicida,neg,NC_005135,NP_932506.1,TR-T4,TR-T4,0,250.3,1,203,1,0,1,
,Aeromonas phage 44RR2.8t,Aeromonas salmonicida,neg,NC_005135,NP_932506.1,U_T4-gp15_tss,U_T4-gp15_tss,0,280.6,1,235,0,0,0,
,Pseudomonas phage D3112,Pseudomonas aeruginosa,neg,NC_005178,NP_938246.1,TR-DMS3,TR-DMS3,3.20E-28,107,9,129,0,1,1,
,Aeromonas phage Aeh1,Aeromonas hydrophila,neg,NC_005260,NP_944103.1,TR-T4,TR-T4,0,255.2,1,200,1,0,1,
,Aeromonas phage Aeh1,Aeromonas hydrophila,neg,NC_005260,NP_944103.1,U_T4-gp15_tss,U_T4-gp15_tss,0,271.3,1,233,0,0,0,
,Burkholderia phage Bcep1,Burkholderia cenocepacia,neg,NC_005263,NP_944313.1,TR-Bcep1,TR-Bcep1,2.90E-28,106.5,49,152,0,1,1,
,Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945040.1,TR-SPP1,TR-SPP1,0.000000017,43.1,4,111,1,0,1,
,Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945040.1,TR-Che8,TR-Che8,0,53.1,1,115,0,1,1,
,Streptococcus phage EJ-1,Streptococcus pneumoniae,pos,NC_005294,NP_945290.1,TR-Adjutor,TR-Adjutor,1.4,16.7,4,113,1,0,1,
,Streptococcus phage EJ-1,Streptococcus pneumoniae,pos,NC_005294,NP_945290.1,TR-CD38,TR-CD38,2.60E-24,94.2,6,138,0,0,0,
,Enterobacteria phage PsP3,Salmonella,neg,NC_005340,NP_958068.1,TR-P2,TR-P2,1.10E-36,134,4,134,0,0,0,
,Burkholderia phage Bcep43,Burkholderia cepacia,neg,NC_005342,NP_958109.1,TR-Bcep1,TR-Bcep1,1.30E-27,104.4,49,152,0,1,1,
,Streptomyces phage VWB,Streptomyces venezuelae,pos,NC_005345,NP_958284.1,TR-SPP1,TR-SPP1,0.76,18.4,12,124,1,0,1,
,Streptomyces phage VWB,Streptomyces venezuelae,pos,NC_005345,NP_958284.1,TR-Che8,TR-Che8,2.00E-19,78.4,8,129,0,0,0,
,Lactobacillus prophage Lj928,Lactobacillus johnsonii,pos,NC_005354,NP_958542.1,TR-SPP1,TR-SPP1,0.0000087,34.3,6,122,0,0,0,
,Lactobacillus prophage Lj965,Lactobacillus johnsonii,pos,NC_005355,NP_958589.1,TR-FL3A,TR-FL3A,0,170.8,1,121,0,0,0,
,Staphylococcus phage 77,Staphylococcus aureus,pos,NC_005356,NP_958611.1,TR-ListeriaB025,TR-ListeriaB025,0,186.6,1,135,0,0,0,
,Lactobacillus johnsonii NCC 533,0,0,NC_005362,NP_964338.1,TR-FL3A,TR-FL3A,0,170.8,1,121,0,0,0,
,Lactobacillus johnsonii NCC 533,0,0,NC_005362,NP_965231.1,TR-SPP1,TR-SPP1,0.0000087,34.3,6,122,0,1,1,
,Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_965865.1,TR-BCJA1C,TR-BCJA1C,3,16,99,163,1,0,1,
,Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_965865.1,TR-BCJA1C,TR-BCJA1C,3,16,157,216,0,0,0,
,Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_965904.1,TR-SPP1,TR-SPP1,8,15.1,13,120,0,0,0,
,Mycoplasma mycoides subsp. mycoides SC str. PG1,Bos taurus,0,NC_005364,NP_975897.1,TR-Andromeda,TR-Andromeda,8,14.7,8,45,0,0,0,
,Bacillus cereus ATCC 10987,0,0,NC_003909,NP_976733.1,TR-Bmccartyi,TR-Bmccartyi,0,187.5,1,113,0,0,0,
,Bacillus cereus ATCC 10987,0,0,NC_003909,NP_977424.1,TR-P2,TR-P2,7.3,14.9,202,275,0,0,0,
,Yersinia pestis biovar Microtus str. 91001,0,0,NC_005810,NP_992464.1,TR-T4,TR-T4,5.6,15,19,68,0,0,0,
,Yersinia pestis biovar Microtus str. 91001,0,0,NC_005810,NP_994641.1,TR-meningitidis,TR-meningitidis,3.7,15.9,36,115,0,0,0,
,Halorhodospira halophila SL1,0,0,NC_008789,YP_001001907.1,TR-SPP1,TR-SPP1,4.9,15.8,101,179,0,0,0,
,Staphylococcus phage phiETA3,Staphylococcus aureus,pos,NC_008799,YP_001004380.1,TR-SPP1,TR-SPP1,1.20E-16,69.3,12,127,0,1,1,
,Prochlorococcus marinus str. MIT 9515,0,0,NC_008817,YP_001010878.1,TR-BCJA1C,TR-BCJA1C,1.4,17.1,163,206,1,0,1,
,Prochlorococcus marinus str. MIT 9515,0,0,NC_008817,YP_001010878.1,TR-BCJA1C,TR-BCJA1C,1.4,17.1,208,291,0,0,0,
,Methylibium petroleiphilum PM1,0,0,NC_008825,YP_001022150.1,TR-Che8,TR-Che8,3.7,16.1,64,163,0,0,0,
,Lactococcus lactis subsp. cremoris MG1363,0,0,NC_009004,YP_001032169.1,TR-FL3A,TR-FL3A,0,176.2,1,120,0,0,0,
,Lactococcus lactis subsp. cremoris MG1363,0,0,NC_009004,YP_001033347.1,TR-Sfi21,TR-Sfi21,2.20E-43,155.6,2,125,0,1,1,
,Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038041.1,TR-SPP1,TR-SPP1,5.5,15.6,2,105,1,0,1,
,Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038041.1,TR-Bmccartyi,TR-Bmccartyi,0,183.9,1,113,0,1,1,
,Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038128.1,TR-SPP1,TR-SPP1,0.008,24.8,4,102,1,1,1,
,Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038128.1,TR-Bmccartyi,TR-Bmccartyi,0.00036,29,1,108,1,1,1,
,Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038128.1,TR-ListeriaB025,TR-ListeriaB025,0.014,23.7,36,106,1,0,1,
,Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038128.1,TR-FL3A,TR-FL3A,3.4,16.2,2,98,0,0,0,
,Clostridium thermocellum ATCC 27405,0,0,NC_009012,YP_001038878.1,TR-CD38,TR-CD38,5.70E-41,148.2,1,139,0,0,0,
,Burkholderia phage BcepF1,Burkholderia ambifaria,neg,NC_009015,YP_001039797.1,TR-Bcep1,TR-Bcep1,2.60E-25,97,43,159,0,1,1,
,Streptococcus phage phi3396,Streptococcus dysgalactiae subsp. equisimili,pos,NC_009018,YP_001039928.1,TR-BCJA1C,TR-BCJA1C,9.8,14.3,1,106,1,0,1,
,Streptococcus phage phi3396,Streptococcus dysgalactiae subsp. equisimili,pos,NC_009018,YP_001039928.1,TR-ListeriaB025,TR-ListeriaB025,1.90E-38,139.7,2,126,0,0,0,
,Shewanella baltica OS155,0,0,NC_009052,YP_001049675.1,TR-P2,TR-P2,5.30E-28,106,1,140,0,1,1,
,Shewanella baltica OS155,0,0,NC_009052,YP_001049812.1,U_TR_Oligot,U_TR_Oligot,1.7,16.8,1320,1373,1,1,1,
,Shewanella baltica OS155,0,0,NC_009052,YP_001049812.1,U_TR_Oligot,U_TR_Oligot,1.7,16.8,1421,1474,1,1,1,
,Shewanella baltica OS155,0,0,NC_009052,YP_001049812.1,U_TR_Oligot,U_TR_Oligot,1.7,16.8,1523,1574,1,0,1,
,Shewanella baltica OS155,0,0,NC_009052,YP_001049812.1,U_TR_Oligot,U_TR_Oligot,1.7,16.8,1625,1676,0,0,0,
,Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053223.1,TR-Lam,TR-Lam,6.80E-23,89.6,1,132,0,0,0,
,Mycobacterium sp. JLS,0,0,NC_009077,YP_001070549.1,TR-Che8,TR-Che8,0.91,18.1,33,152,0,1,1,
,Mycobacterium sp. JLS,0,0,NC_009077,YP_001072905.1,TR-PA6,TR-PA6,8.9,14.6,61,134,1,0,1,
,Mycobacterium sp. JLS,0,0,NC_009077,YP_001072905.1,TR-PA6,TR-PA6,8.9,14.6,308,373,0,0,0,
,Clostridium difficile 630,0,0,NC_009089,YP_001087431.2,TR-CD38,TR-CD38,0,187.7,1,141,0,0,0,
,Clostridium difficile 630,0,0,NC_009089,YP_001087859.1,TR-CD38,TR-CD38,0.0000000011,46.7,3,146,0,0,0,
,Clostridium difficile 630,0,0,NC_009089,YP_001089427.1,TR-CD38,TR-CD38,0,187.7,2,142,0,0,0,
,Clostridium difficile 630,0,0,NC_009089,YP_001089787.1,TR-MGAS315,TR-MGAS315,7.9,14.8,2,70,0,0,0,
,Prochlorococcus marinus str. MIT 9301,0,0,NC_009091,YP_001090363.1,TR-ListeriaB025,TR-ListeriaB025,1.1,17.6,71,210,0,1,1,
,Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001106855.1,TR-SPP1,TR-SPP1,6.2,15.4,3,62,1,0,1,
,Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001106855.1,TR-SPP1,TR-SPP1,6.2,15.4,48,125,0,0,0,
,Saccharopolyspora erythraea NRRL 2338,0,0,NC_009142,YP_001109116.1,TR-Giles,TR-Giles,4.3,15.6,197,280,0,0,0,
,Clostridium phage phiC2,Clostridium difficile,pos,NC_009231,YP_001110730.1,TR-CD38,TR-CD38,0,185.2,1,141,0,0,0,
,Salmonella phage SETP3,Salmonella enteritidis,neg,NC_009232,YP_001110845.1,TR-T1,TR-T1,2.50E-22,87.3,7,131,0,0,0,
,Burkholderia phage phiE202,Burkholderia thailandensis,neg,NC_009234,YP_001111071.1,TR-P2,TR-P2,1.40E-35,130.5,1,132,0,1,1,
,Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111090.1,TR-SPP1,TR-SPP1,0.0000005,38.3,4,111,1,0,1,
,Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111090.1,TR-Che8,TR-Che8,0,50.3,1,115,0,1,1,
,Burkholderia phage phiE255,Burkholderia thailandensis,neg,NC_009237,YP_001111211.1,TR-BcepMu,TR-BcepMu,0,206.9,11,154,1,0,1,
,Burkholderia phage phiE255,Burkholderia thailandensis,neg,NC_009237,YP_001111211.1,TR-DMS3,TR-DMS3,0.056,22.3,5,111,0,0,0,
,Francisella tularensis subsp. tularensis WY96-3418,0,0,NC_009257,YP_001121984.1,TR-Giles,TR-Giles,5.3,15.4,198,287,0,0,0,
,Francisella tularensis subsp. tularensis WY96-3418,0,0,NC_009257,YP_001122148.1,TR-CD38,TR-CD38,6.1,15.2,222,297,0,0,0,
,Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128096.1,TR-BCJA1C,TR-BCJA1C,1.30E-43,156.4,1,132,0,0,0,
,Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128242.1,TR-Che8,TR-Che8,0.0033,26,1,110,0,0,0,
,Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128587.1,TR-SPP1,TR-SPP1,9.9,14.8,9,114,0,0,0,
,Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128816.1,TR-ListeriaB025,TR-ListeriaB025,0.0016,26.8,2,141,0,0,0,
,Aeromonas salmonicida subsp. salmonicida A449,0,0,NC_009348,YP_001141418.1,TR-P2,TR-P2,3.30E-33,122.8,5,146,0,1,1,
,Aeromonas salmonicida subsp. salmonicida A449,0,0,NC_009348,YP_001143170.1,TR-BCJA1C,TR-BCJA1C,8.8,14.5,15,71,1,0,1,
,Aeromonas salmonicida subsp. salmonicida A449,0,0,NC_009348,YP_001143170.1,TR-BCJA1C,TR-BCJA1C,8.8,14.5,65,120,0,0,0,
,Aeromonas salmonicida subsp. salmonicida A449,0,0,NC_009348,YP_001143551.1,TR-P2,TR-P2,3.30E-33,122.8,5,146,0,1,1,
,Salinispora tropica CNB-440,0,0,NC_009380,YP_001157398.1,TR-SPP1,TR-SPP1,0.078,21.6,17,130,1,0,1,
,Salinispora tropica CNB-440,0,0,NC_009380,YP_001157398.1,TR-Che8,TR-Che8,1.00E-27,105.2,16,157,0,0,0,
,Yersinia pestis Pestoides F,0,0,NC_009381,YP_001162387.1,TR-T1,TR-T1,5.90E-37,134.6,5,130,0,0,0,
,Yersinia pestis Pestoides F,0,0,NC_009381,YP_001163973.1,TR-T4,TR-T4,5.6,15,19,68,0,0,0,
,Yersinia pestis Pestoides F,0,0,NC_009381,YP_001164684.1,TR-meningitidis,TR-meningitidis,3.7,15.9,36,115,0,0,0,
,Ralstonia phage RSA1,Ralstonia solanacearum,neg,NC_009382,YP_001165265.1,TR-P2,TR-P2,1.20E-41,150.1,1,131,0,0,0,
,Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167287.1,TR-SPP1,TR-SPP1,0,58.4,12,126,0,0,0,
,Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167513.1,TR-DMS3,TR-DMS3,8.20E-22,86.3,1,118,0,0,0,
,Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167569.1,TR-SPP1,TR-SPP1,7.20E-20,79.8,10,129,0,0,0,
,Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167955.1,TR-SPP1,TR-SPP1,1.30E-19,79,10,128,0,0,0,
,Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001168289.1,TR-DMS3,TR-DMS3,8.20E-22,86.3,1,118,0,0,0,
,Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001168898.1,TR-Andromeda,TR-Andromeda,1.3,17.2,51,126,0,0,0,
,Enterobacter sp. 638,0,0,NC_009436,YP_001176954.1,TR-SPP1,TR-SPP1,0,51.6,4,111,0,0,0,
,Enterobacter sp. 638,0,0,NC_009436,YP_001177313.1,TR-DMS3,TR-DMS3,1.50E-26,101.7,1,118,0,0,0,
,Enterobacter sp. 638,0,0,NC_009436,YP_001178200.1,TR-P2,TR-P2,1.40E-38,140.2,1,131,0,0,0,
,Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001193068.1,TR-PY54,TR-PY54,9.1,14.8,24,108,0,0,0,
,Dichelobacter nodosus VCS1703A,0,0,NC_009446,YP_001209655.1,TR-DMS3,TR-DMS3,6.10E-16,67.4,11,129,0,1,1,
,Pelotomaculum thermopropionicum SI,0,0,NC_009454,YP_001212733.1,TR-phi297,TR-phi297,0.15,20.5,6,118,1,0,1,
,Pelotomaculum thermopropionicum SI,0,0,NC_009454,YP_001212733.1,TR-ClostridiumC,TR-ClostridiumC,0.016,23.5,29,120,0,0,0,
,Clavibacter michiganensis subsp. michiganensis NCPPB 382,0,0,NC_009480,YP_001221082.1,TR-PA6,TR-PA6,6.6,15,31,120,0,0,0,
,Acidiphilium cryptum JF-5,0,0,NC_009484,YP_001233706.1,U_TR_Oligot,U_TR_Oligot,6.7,14.9,408,506,0,0,0,
,Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001245504.1,TR-T4,TR-T4,0.14,20.2,120,206,0,0,0,
,Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001245733.1,TR-SPP1,TR-SPP1,0,59.8,12,127,0,1,1,
,Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001246443.1,TR-SPP1,TR-SPP1,0.0011,27.5,7,118,1,0,1,
,Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001246443.1,TR-ListeriaB025,TR-ListeriaB025,1.70E-23,91.4,1,128,0,0,0,
,Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001247375.1,TR-ListeriaB025,TR-ListeriaB025,0,186.6,1,135,0,0,0,
,Clostridium botulinum A str. ATCC 3502,0,0,NC_009495,YP_001254232.1,TR-CD38,TR-CD38,0,216.4,12,152,0,1,1,
,Clostridium botulinum A str. ATCC 3502,0,0,NC_009495,YP_001254836.1,TR-Adjutor,TR-Adjutor,0,465.9,1,273,1,1,1,
,Clostridium botulinum A str. ATCC 3502,0,0,NC_009495,YP_001254836.1,TR-CD38,TR-CD38,6,15.2,1,93,1,0,1,
,Clostridium botulinum A str. ATCC 3502,0,0,NC_009495,YP_001254836.1,TR-CD38,TR-CD38,6,15.2,139,266,0,0,0,
,Sphingomonas wittichii RW1,0,0,NC_009511,YP_001264795.1,TR-Che8,TR-Che8,8.5,14.9,202,318,0,1,1,
,Pseudomonas putida F1,0,0,NC_009512,YP_001267804.1,TR-SPP1,TR-SPP1,0.17,20.5,3,61,1,0,1,
,Pseudomonas putida F1,0,0,NC_009512,YP_001267804.1,TR-SPP1,TR-SPP1,0.17,20.5,221,298,0,0,0,
,Pseudomonas putida F1,0,0,NC_009512,YP_001268681.1,TR-T1,TR-T1,0.00032,28.8,5,132,0,1,1,
,Pseudomonas putida F1,0,0,NC_009512,YP_001269416.1,TR-SPP1,TR-SPP1,1.60E-19,78.6,4,116,1,0,1,
,Pseudomonas putida F1,0,0,NC_009512,YP_001269416.1,TR-Che8,TR-Che8,0.82,18.2,14,119,0,0,0,
,Lactobacillus reuteri DSM 20016,0,0,NC_009513,YP_001271442.1,TR-SPP1,TR-SPP1,0.043,22.4,6,123,0,0,0,
,Lactobacillus reuteri DSM 20016,0,0,NC_009513,YP_001271704.1,TR-Sfi21,TR-Sfi21,0,168.1,2,124,0,0,0,
,Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272522.1,TR-Lam,TR-Lam,0,224.3,5,137,0,0,0,
,Psychrobacter sp. PRwf-1,0,0,NC_009524,YP_001280772.1,TR-Che8,TR-Che8,9.1,14.8,179,260,0,1,1,
,Mycobacterium tuberculosis H37Ra,0,0,NC_009525,YP_001281801.1,TR-meningitidis,TR-meningitidis,2.9,16.2,38,92,1,0,1,
,Mycobacterium tuberculosis H37Ra,0,0,NC_009525,YP_001281801.1,TR-meningitidis,TR-meningitidis,2.9,16.2,286,395,0,0,0,
,Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285530.1,TR-T1,TR-T1,1.80E-22,87.8,4,126,0,0,0,
,Propionibacterium phage PA6,Propionibacterium acnes,pos,NC_009541,YP_001285586.1,TR-PA6,TR-PA6,0,260.1,1,115,0,0,0,
,Aeromonas phage phiO18P,Aeromonas media,neg,NC_009542,YP_001285650.1,TR-P2,TR-P2,5.90E-35,128.5,1,146,0,1,1,
,Xanthomonas phage Xop411,Xanthomonas oryzae,neg,NC_009543,YP_001285683.1,TR-SPP1,TR-SPP1,0.000011,33.9,3,112,1,0,1,
,Xanthomonas phage Xop411,Xanthomonas oryzae,neg,NC_009543,YP_001285683.1,TR-Che8,TR-Che8,6.3,15.3,3,116,0,0,0,
,Lactobacillus phage LL-H,Lactobacillus delbrueckii subsp. lactis strains LK,pos,NC_009554,YP_001285887.1,TR-BCJA1C,TR-BCJA1C,8.30E-30,111.7,1,113,0,1,1,
,Mycobacterium tuberculosis F11,0,0,NC_009565,YP_001286465.1,TR-meningitidis,TR-meningitidis,2.9,16.2,38,92,1,0,1,
,Mycobacterium tuberculosis F11,0,0,NC_009565,YP_001286465.1,TR-meningitidis,TR-meningitidis,2.9,16.2,286,395,0,1,1,
,Haemophilus influenzae PittGG,0,0,NC_009567,YP_001292228.1,TR-BCJA1C,TR-BCJA1C,5.6,15.1,6,77,1,0,1,
,Haemophilus influenzae PittGG,0,0,NC_009567,YP_001292228.1,TR-BCJA1C,TR-BCJA1C,5.6,15.1,79,152,0,0,0,
,Haemophilus influenzae PittGG,0,0,NC_009567,YP_001292287.1,TR-Bcep1,TR-Bcep1,1.10E-18,75.6,30,134,0,0,0,
