,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,
,,Xanthomonas campestris pv. campestris str. ATCC 33913,0,0,NC_003902,NP_639410.1,DUF2376,DUF2376,9.3,14.8,177,196,1,0,1,
,,Xanthomonas campestris pv. campestris str. ATCC 33913,0,0,NC_003902,NP_639410.1,DUF2376,DUF2376,9.3,14.8,215,248,0,0,0,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_644868.1,DUF1268,DUF1268,0.35,19.6,85,151,0,0,0,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646152.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646465.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646714.1,TH_Fam3,TH_Fam3,0,331.7,1,148,0,0,0,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646996.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Chlorobium tepidum TLS,0,0,NC_002932,NP_661011.1,XkdN,XkdN,8.2,14.6,132,236,0,0,0,
,,Lactococcus phage ul36,Lactococcus lactis,pos,NC_004066,NP_663682.1,DUF3647,DUF3647,3.10E-25,96.9,2,109,0,0,0,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_664524.1,TH_Fam3,TH_Fam3,9.5,14.1,6,99,0,0,0,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_665227.1,DUF3647,DUF3647,2.60E-24,94,2,116,0,1,1,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_668242.1,TIGR02216,TIGR02216,9.1,14.7,73,102,1,0,1,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_668242.1,TIGR02216,TIGR02216,9.1,14.7,172,208,0,1,1,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_668881.1,TG_Fam1,TG_Fam1,0.46,19,2,17,1,0,1,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_668881.1,TG_Fam1,TG_Fam1,0.46,19,19,34,0,0,0,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_669508.1,DUF1789,DUF1789,3.00E-24,94,1,103,0,0,0,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_670243.1,FluMu_gp41,FluMu_gp41,0,49.8,9,89,0,0,0,
,,Thermosynechococcus elongatus BP-1,0,0,NC_004113,NP_683109.1,DUF2765,DUF2765,6.9,15.1,4,46,0,1,1,
,,Streptococcus agalactiae 2603V/R,0,0,NC_004116,NP_687936.1,TG_Fam1,TG_Fam1,0.91,18,6,27,1,0,1,
,,Streptococcus agalactiae 2603V/R,0,0,NC_004116,NP_687936.1,TG_Fam1,TG_Fam1,0.91,18,22,48,0,0,0,
,,Bacillus phage SPP1,Bacillus subtilis,pos,NC_004166,NP_690684.1,DUF3647,DUF3647,1.60E-29,110.8,9,127,0,0,0,
,,Oceanobacillus iheyensis HTE831,0,0,NC_004193,NP_691132.1,DUF3647,DUF3647,6.80E-28,105.5,2,114,0,1,1,
,,Oceanobacillus iheyensis HTE831,0,0,NC_004193,NP_692119.1,TG_Fam5,TG_Fam5,1.9,16.8,2,68,1,0,1,
,,Oceanobacillus iheyensis HTE831,0,0,NC_004193,NP_692119.1,TG_Fam5,TG_Fam5,1.9,16.8,95,136,0,0,0,
,,Streptococcus phage O1205,Streptococcus thermophilus,pos,NC_004303,NP_695116.1,DUF3647,DUF3647,2.40E-27,103.7,3,114,0,1,1,
,,Bifidobacterium longum NCC2705,0,0,NC_004307,NP_696123.1,DUF1789,DUF1789,2,16.9,81,177,1,1,1,
,,Bifidobacterium longum NCC2705,0,0,NC_004307,NP_696123.1,DUF1789,DUF1789,2,16.9,204,284,1,0,1,
,,Bifidobacterium longum NCC2705,0,0,NC_004307,NP_696123.1,DUF1789,DUF1789,2,16.9,291,359,0,1,1,
,,Bifidobacterium longum NCC2705,0,0,NC_004307,NP_696536.1,DUF2376,DUF2376,9.6,14.8,174,209,1,0,1,
,,Bifidobacterium longum NCC2705,0,0,NC_004307,NP_696536.1,TIGR02216,TIGR02216,0.48,18.8,161,211,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_716891.1,U_Phage_TAC_13,U_Phage_TAC_13,8.3,15.1,195,292,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_717692.1,TG_Fam1,TG_Fam1,5.1,15.6,84,108,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_717893.1,TG_Fam1,TG_Fam1,3.1,16.3,7,25,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_718279.1,FluMu_gp41,FluMu_gp41,0,55.9,5,102,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_718524.1,U_Phage_TAC_13,U_Phage_TAC_13,5.90E-24,92.6,6,109,0,0,0,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_743731.1,U_Phage_TAC_13,U_Phage_TAC_13,5.30E-29,108.8,6,122,0,0,0,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_744116.1,TIGR02216,TIGR02216,5.8,15.3,137,163,0,0,0,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_745205.1,FluMu_gp41,FluMu_gp41,0,59.2,17,94,0,0,0,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_745996.1,FluMu_gp41,FluMu_gp41,0,65.8,13,98,0,0,0,
,,Escherichia coli CFT073,0,0,NC_004431,NP_752904.1,FluMu_gp41,FluMu_gp41,0,58.2,9,89,0,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753367.1,Phage_lambd_GpG,Phage_lambd_GpG,0,190.7,1,127,1,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753367.1,TIGR01674,TIGR01674,0,166.3,1,139,1,0,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753367.1,U_Phage_TAC_1,U_Phage_TAC_1,4.6,15.5,5,102,0,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753491.1,Phage_lambd_GpG,Phage_lambd_GpG,0,185,1,126,1,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753491.1,TIGR01674,TIGR01674,0,210.3,1,136,1,0,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753491.1,U_Phage_TAC_1,U_Phage_TAC_1,1.4,17.2,6,102,0,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753632.1,DUF3356,DUF3356,2.1,16.6,176,267,1,0,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753632.1,DUF3356,DUF3356,2.1,16.6,466,520,0,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755044.1,Phage_lambd_GpG,Phage_lambd_GpG,0,186,1,126,1,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755044.1,TIGR01674,TIGR01674,0,211.1,1,136,1,0,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755044.1,U_Phage_TAC_1,U_Phage_TAC_1,7,15,6,103,0,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755988.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755988.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,0,0,
,,Vibrio phage VHML,Vibrio harveyi,neg,NC_004456,NP_758933.1,FluMu_gp41,FluMu_gp41,0.0000026,35.6,9,87,0,0,0,
,,Staphylococcus epidermidis ATCC 12228,0,0,NC_004461,NP_764689.1,TG_Fam2,TG_Fam2,0.79,18.3,3,81,0,0,0,
,,Staphylococcus epidermidis ATCC 12228,0,0,NC_004461,NP_765389.1,TIGR01674,TIGR01674,2.7,16.1,727,801,0,0,0,
,,Staphylococcus epidermidis ATCC 12228,0,0,NC_004461,NP_765525.1,TG_Fam3,TG_Fam3,1.1,17.4,37,156,0,0,0,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779183.1,DUF2669,DUF2669,0,209.6,7,139,0,0,0,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779298.1,FluMu_gp41,FluMu_gp41,0,54.8,19,95,0,0,0,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779390.1,DUF2669,DUF2669,0,210.7,7,139,0,0,0,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779459.1,TG_Fam7,TG_Fam7,8.3,14.2,18,109,0,1,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781286.1,U_TG_Cr,U_TG_Cr,2.6,15.8,26,93,1,0,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781286.1,U_TG_Cr,U_TG_Cr,2.6,15.8,97,159,0,0,0,
,,Clostridium tetani E88,0,0,NC_004557,NP_782682.1,XkdN,XkdN,2.90E-30,113.2,2,134,0,1,1,
,,Tropheryma whipplei str. Twist,0,0,NC_004572,NP_787521.1,TIGR01674,TIGR01674,1.1,17.3,31,83,1,0,1,
,,Tropheryma whipplei str. Twist,0,0,NC_004572,NP_787521.1,TIGR01674,TIGR01674,1.1,17.3,111,168,0,1,1,
,,Tropheryma whipplei TW08/27,0,0,NC_004551,NP_789310.1,TIGR01674,TIGR01674,0.73,17.9,7,59,1,0,1,
,,Tropheryma whipplei TW08/27,0,0,NC_004551,NP_789310.1,TIGR01674,TIGR01674,0.73,17.9,86,144,0,0,0,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_790426.1,FluMu_gp41,FluMu_gp41,2.20E-17,71.1,4,89,0,0,0,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_791908.1,TG_Fam2,TG_Fam2,2.1,16.9,35,105,0,0,0,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793177.1,FluMu_gp41,FluMu_gp41,6.90E-17,69.5,19,96,0,0,0,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793811.1,TG_Fam2,TG_Fam2,3,16.4,8,108,0,0,0,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_801704.1,DUF3647,DUF3647,2.60E-24,94,2,116,0,0,0,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_802394.1,TH_Fam3,TH_Fam3,9.5,14.1,6,99,0,0,0,
,,Staphylococcus phage 11,Staphylococcus aureus subsp. aureus NCTC 8325,pos,NC_004615,NP_803293.1,DUF3647,DUF3647,2.00E-25,97.6,2,114,0,0,0,
,,Staphylococcus phage phi13,Staphylococcus aureus subsp. aureus NCTC 8325,pos,NC_004617,NP_803395.1,TH_Fam3,TH_Fam3,0,331.7,1,148,0,0,0,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_805156.1,FluMu_gp41,FluMu_gp41,2.40E-17,71,8,85,0,1,1,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_805414.1,DUF3356,DUF3356,7.4,14.8,176,267,1,0,1,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_805414.1,DUF3356,DUF3356,7.4,14.8,462,521,0,0,0,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_806375.1,FluMu_gp41,FluMu_gp41,0,58.2,9,89,0,0,0,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_807102.1,FluMu_gp41,FluMu_gp41,0,58.2,9,89,0,1,1,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_807708.1,TG_Fam1,TG_Fam1,9,14.8,2,25,1,1,1,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_807708.1,TG_Fam1,TG_Fam1,9,14.8,62,74,1,0,1,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_807708.1,TG_Fam1,TG_Fam1,9,14.8,101,116,0,0,0,
,,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,0,0,NC_004631,NP_807896.1,FluMu_gp41,FluMu_gp41,0,52.7,9,89,0,1,1,
,,Bacteroides thetaiotaomicron VPI-5482,0,0,NC_004663,NP_809996.1,DUF3647,DUF3647,4.3,15.9,35,120,1,0,1,
,,Bacteroides thetaiotaomicron VPI-5482,0,0,NC_004663,NP_809996.1,DUF3647,DUF3647,4.3,15.9,173,201,0,0,0,
,,Enterobacteria phage T4,Escherichia coli,neg,NC_000866,NP_813811.1,TG_Fam1,TG_Fam1,0.00000000026,48.6,12,93,0,0,0,
,,Enterococcus faecalis V583,0,0,NC_004668,NP_815009.1,DUF3647,DUF3647,1.60E-22,88.2,2,108,0,1,1,
,,Enterococcus faecalis V583,0,0,NC_004668,NP_815095.1,TG_Fam1,TG_Fam1,1.4,17.5,5,17,1,0,1,
,,Enterococcus faecalis V583,0,0,NC_004668,NP_815095.1,TG_Fam1,TG_Fam1,1.4,17.5,22,41,0,1,1,
,,Enterococcus faecalis V583,0,0,NC_004668,NP_816437.1,TG_Fam5,TG_Fam5,0,207.1,1,151,1,1,1,
,,Enterococcus faecalis V583,0,0,NC_004668,NP_816437.1,TG_Fam8,TG_Fam8,2.3,16,10,54,1,0,1,
,,Enterococcus faecalis V583,0,0,NC_004668,NP_816437.1,TG_Fam8,TG_Fam8,2.3,16,69,142,0,0,0,
,,Mycobacterium phage Bxz1,Mycobacterium,myc,NC_004687,NP_818247.1,TG_Fam9,TG_Fam9,6.2,15.3,24,79,0,0,0,
,,Coxiella burnetii RSA 493,0,0,NC_002971,NP_820589.1,XkdN,XkdN,2.6,16.2,20,128,0,1,1,
,,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_821557.1,TG_Fam1,TG_Fam1,1.40E-16,68.7,52,92,1,0,1,
,,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_821557.1,TG_Fam1,TG_Fam1,1.40E-16,68.7,132,193,0,0,0,
,,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_822231.1,DUF3356,DUF3356,0.86,17.8,23,121,0,0,0,
,,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_824528.1,DUF2376,DUF2376,8,15.1,149,181,0,0,0,
,,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_827821.1,DUF3356,DUF3356,2.1,16.6,94,174,0,0,0,
,,Streptomyces avermitilis MA-4680,0,0,NC_003155,NP_828253.1,DUF2376,DUF2376,9.6,14.8,413,442,0,0,0,
,,Bacillus cereus ATCC 14579,0,0,NC_004722,NP_831676.1,DUF3647,DUF3647,3.30E-16,67.9,8,110,0,0,0,
,,Bacillus cereus ATCC 14579,0,0,NC_004722,NP_832351.1,TG_Fam5,TG_Fam5,0,216.4,1,128,0,1,1,
,,Bacillus cereus ATCC 14579,0,0,NC_004722,NP_833865.1,XkdN,XkdN,0.93,17.7,116,216,1,0,1,
,,Bacillus cereus ATCC 14579,0,0,NC_004722,NP_833865.1,XkdN,XkdN,0.93,17.7,226,255,0,0,0,
,,Bacillus cereus ATCC 14579,0,0,NC_004722,NP_834261.1,TG_Fam6,TG_Fam6,3,16.3,9,91,0,0,0,
,,Staphylococcus phage phiN315,Staphylococcus aureus subsp. aureus N315,pos,NC_004740,NP_835563.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,1,1,
,,Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836417.1,Phage_lambd_GpG,Phage_lambd_GpG,2.80E-45,161.8,1,124,1,0,1,
,,Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836417.1,TIGR01674,TIGR01674,0,182.8,1,128,0,1,1,
,,Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836957.1,DUF3356,DUF3356,2.8,16.2,176,267,1,0,1,
,,Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_836957.1,DUF3356,DUF3356,2.8,16.2,466,520,0,0,0,
,,Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_837588.1,FluMu_gp41,FluMu_gp41,0.00012,30.3,7,91,0,0,0,
,,Shigella flexneri 2a str. 2457T,0,0,NC_004741,NP_839270.1,Phage_Gp14,Phage_Gp14,5.5,15.3,137,251,0,0,0,
,,Yersinia phage L-413C,Yersinia pestis,neg,NC_004745,NP_839872.1,FluMu_gp41,FluMu_gp41,0,50.4,6,86,0,0,0,
,,Yersinia phage L-413C,Yersinia pestis,neg,NC_004745,NP_839873.1,FluMu_gp41,FluMu_gp41,0,51.8,6,86,0,0,0,
,,Lactococcus phage P335 sensu lato,Lactococcus lactis,pos,NC_004746,NP_839932.1,DUF1268,DUF1268,6.00E-40,144.6,1,123,0,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,16,118,1,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,113,191,1,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,173,286,1,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,266,362,1,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,362,491,1,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,459,521,1,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,491,549,1,1,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,543,625,1,0,1,
,,Nitrosomonas europaea ATCC 19718,0,0,NC_004757,NP_842099.1,FluMu_gp41,FluMu_gp41,0.0000011,36.8,592,719,0,0,0,
,,Bacillus anthracis str. Ames,0,0,NC_003997,NP_843014.1,TG_Fam3,TG_Fam3,1.40E-20,81.9,1,120,0,1,1,
,,Bacillus anthracis str. Ames,0,0,NC_003997,NP_845915.1,U_TG_Cr,U_TG_Cr,6.8,14.4,12,87,1,0,1,
,,Bacillus anthracis str. Ames,0,0,NC_003997,NP_845915.1,U_TG_Cr,U_TG_Cr,6.8,14.4,105,167,0,0,0,
,,Bacillus anthracis str. Ames,0,0,NC_003997,NP_846033.1,TG_Fam3,TG_Fam3,1.40E-18,75.3,1,123,0,1,1,
,,Bacillus anthracis str. Ames,0,0,NC_003997,NP_846606.1,XkdN,XkdN,0.92,17.7,116,216,1,0,1,
,,Bacillus anthracis str. Ames,0,0,NC_003997,NP_846606.1,XkdN,XkdN,0.92,17.7,226,255,0,0,0,
,,Bacillus anthracis str. Ames,0,0,NC_003997,NP_847000.1,TG_Fam6,TG_Fam6,3.6,16.1,3,86,0,0,0,
,,Haemophilus phage Aaphi23,Actinobacillus actinomycetemcomitans,neg,NC_004827,NP_852767.1,DUF2669,DUF2669,0,209.3,7,139,0,1,1,
,,Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858962.1,DUF1789,DUF1789,0.047,22.2,1,50,1,0,1,
,,Xanthomonas phage Xp10,Xanthomonas oryzae,neg,NC_004902,NP_858962.1,DUF1789,DUF1789,0.047,22.2,37,100,0,0,0,
,,Helicobacter hepaticus ATCC 51449,0,0,NC_004917,NP_860643.1,DUF1268,DUF1268,0.98,18.2,314,418,0,0,0,
,,Enterobacteria phage RB69,Escherichia coli,neg,NC_004928,NP_861892.1,TG_Fam1,TG_Fam1,0,64,125,206,0,0,0,
,,Enterobacteria phage RB69,Escherichia coli,neg,NC_004928,NP_861893.1,TG_Fam1,TG_Fam1,7.4,15.1,78,102,0,1,1,
,,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Glossina brevipalpis,0,NC_004344,NP_871031.1,DUF3647,DUF3647,9.2,14.9,17,72,1,0,1,
,,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Glossina brevipalpis,0,NC_004344,NP_871031.1,DUF3647,DUF3647,9.2,14.9,94,149,0,0,0,
,,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Glossina brevipalpis,0,NC_004344,NP_871418.1,TG_Fam5,TG_Fam5,6.1,15.2,173,233,0,1,1,
,,Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873809.1,TG_Fam1,TG_Fam1,2.6,16.6,559,614,1,0,1,
,,Haemophilus ducreyi 35000HP,0,0,NC_002940,NP_873809.1,TG_Fam1,TG_Fam1,2.6,16.6,651,682,0,1,1,
,,Prochlorococcus marinus subsp. marinus str. CCMP1375,0,0,NC_005042,NP_875282.1,TG_Fam3,TG_Fam3,9.3,14.4,174,267,1,0,1,
,,Prochlorococcus marinus subsp. marinus str. CCMP1375,0,0,NC_005042,NP_875282.1,TG_Fam3,TG_Fam3,9.3,14.4,329,421,0,0,0,
,,Yersinia phage PY54,Yersinia enterocolitica,neg,NC_005069,NP_892059.1,U_Phage_TAC_14,U_Phage_TAC_14,2.52E-44,158.3,11,123,0,1,1,
,,Prochlorococcus marinus subsp. pastoris str. CCMP1986,0,0,NC_005072,NP_892981.1,TH_Fam3,TH_Fam3,4.5,15.2,6,81,1,0,1,
,,Prochlorococcus marinus subsp. pastoris str. CCMP1986,0,0,NC_005072,NP_892981.1,TH_Fam3,TH_Fam3,4.5,15.2,95,162,0,0,0,
,,Vibrio phage KVP40,Vibrio parahaemolyticus,neg,NC_005083,NP_899575.1,TG_Fam1,TG_Fam1,0.11,21,214,282,0,0,0,
,,Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_900081.1,FluMu_gp41,FluMu_gp41,0,65.2,2,79,0,0,0,
,,Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_901143.1,FluMu_gp41,FluMu_gp41,8.80E-16,66,3,80,0,0,0,
,,Chromobacterium violaceum ATCC 12472,0,0,NC_005085,NP_901793.1,FluMu_gp41,FluMu_gp41,0,65.3,3,80,0,0,0,
,,Porphyromonas gingivalis W83,0,0,NC_002950,NP_906067.1,TG_Fam8,TG_Fam8,2.1,16.1,22,110,0,0,0,
,,Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_927050.1,TG_Fam4,TG_Fam4,1.90E-39,142.1,4,95,0,1,1,
,,Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_927051.1,FluMu_gp41,FluMu_gp41,0.027,22.7,10,97,1,1,1,
,,Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_927051.1,TG_Fam4,TG_Fam4,3.00E-38,138.2,5,96,1,0,1,
,,Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_927051.1,TG_Fam1,TG_Fam1,7,15.2,54,121,0,1,1,
,,Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_927079.1,TG_Fam1,TG_Fam1,1.7,17.2,40,53,1,0,1,
,,Gloeobacter violaceus PCC 7421,0,0,NC_005125,NP_927079.1,TG_Fam1,TG_Fam1,1.7,17.2,58,83,0,1,1,
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_944564.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_944564.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,0,0,
,,Salmonella phage FelixO1,Salmonella,neg,NC_005282,NP_944899.1,U_TG_Cr,U_TG_Cr,0,172.6,1,132,0,0,0,
,,Burkholderia phage phi1026b,Burkholderia pseudomallei,neg,NC_005284,NP_945042.1,U_Phage_TAC_1,U_Phage_TAC_1,3.00E-38,139,7,145,0,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_945158.1,Phage_lambd_GpG,Phage_lambd_GpG,2.10E-39,142.5,1,126,1,0,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_945158.1,TIGR01674,TIGR01674,1.20E-38,140.3,1,134,0,0,0,
,,Streptococcus phage EJ-1,Streptococcus pneumoniae,pos,NC_005294,NP_945294.1,XkdN,XkdN,1.50E-33,123.8,2,132,0,0,0,
,,Geobacter sulfurreducens PCA,0,0,NC_002939,NP_952031.1,TG_Fam4,TG_Fam4,4.30E-41,147.3,3,94,0,0,0,
,,Geobacter sulfurreducens PCA,0,0,NC_002939,NP_953049.1,FluMu_gp41,FluMu_gp41,1.2,17.5,120,176,0,1,1,
,,Geobacter sulfurreducens PCA,0,0,NC_002939,NP_953126.2,TG_Fam1,TG_Fam1,3.5,16.2,1,18,1,0,1,
,,Geobacter sulfurreducens PCA,0,0,NC_002939,NP_953126.2,TG_Fam1,TG_Fam1,3.5,16.2,21,47,0,0,0,
,,Geobacter sulfurreducens PCA,0,0,NC_002939,NP_953173.1,TG_Fam11,TG_Fam11,4,15.9,58,159,0,1,1,
,,Geobacter sulfurreducens PCA,0,0,NC_002939,NP_954230.2,TG_Fam1,TG_Fam1,3.4,16.2,1,19,1,0,1,
,,Geobacter sulfurreducens PCA,0,0,NC_002939,NP_954230.2,TG_Fam1,TG_Fam1,3.4,16.2,29,54,0,0,0,
,,Enterobacteria phage PsP3,Salmonella,neg,NC_005340,NP_958078.1,FluMu_gp41,FluMu_gp41,0,53.3,26,106,0,0,0,
,,Enterobacteria phage PsP3,Salmonella,neg,NC_005340,NP_958079.1,FluMu_gp41,FluMu_gp41,0,54.8,26,106,0,0,0,
,,Lactobacillus prophage Lj928,Lactobacillus johnsonii,pos,NC_005354,NP_958544.1,DUF3647,DUF3647,0.014,24,3,105,0,0,0,
,,Lactobacillus prophage Lj965,Lactobacillus johnsonii,pos,NC_005355,NP_958591.1,DUF3647,DUF3647,0.75,18.4,55,116,0,0,0,
,,Staphylococcus phage 77,Staphylococcus aureus,pos,NC_005356,NP_958613.1,TH_Fam3,TH_Fam3,0.15,20,5,116,0,0,0,
,,Lactobacillus johnsonii NCC 533,0,0,NC_005362,NP_964340.1,DUF3647,DUF3647,0.75,18.4,55,116,0,0,0,
,,Lactobacillus johnsonii NCC 533,0,0,NC_005362,NP_965229.1,DUF3647,DUF3647,0.014,24,3,105,0,0,0,
,,Wolbachia endosymbiont of Drosophila melanogaster,Drosophila melanogaster,0,NC_002978,NP_966344.1,FluMu_gp41,FluMu_gp41,1.20E-16,68.8,3,79,0,0,0,
,,Treponema denticola ATCC 35405,0,0,NC_002967,NP_971416.1,DUF3647,DUF3647,1.5,17.4,94,181,0,1,1,
,,Treponema denticola ATCC 35405,0,0,NC_002967,NP_972717.1,DUF2765,DUF2765,2.7,16.4,483,528,1,0,1,
,,Treponema denticola ATCC 35405,0,0,NC_002967,NP_972717.1,DUF2765,DUF2765,2.7,16.4,925,971,0,0,0,
,,Bacillus cereus ATCC 10987,0,0,NC_003909,NP_976735.1,TG_Fam8,TG_Fam8,0,213.4,1,128,0,0,0,
,,Bacillus cereus ATCC 10987,0,0,NC_003909,NP_976744.1,XkdN,XkdN,2.8,16.1,2,66,0,1,1,
,,Bacillus cereus ATCC 10987,0,0,NC_003909,NP_979904.1,U_TG_Cr,U_TG_Cr,5.8,14.7,9,87,1,0,1,
,,Bacillus cereus ATCC 10987,0,0,NC_003909,NP_979904.1,U_TG_Cr,U_TG_Cr,5.8,14.7,105,168,0,0,0,
