,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
,,Streptococcus phage MM1,Streptococcus pneumoniae,pos,NC_003050,NP_150175.1,U_TM_TP-C,U_TM_TP-C,0.66,18.6,818,855,1,0,1
,,Streptococcus phage MM1,Streptococcus pneumoniae,pos,NC_003050,NP_150175.1,U_TM_TP-C,U_TM_TP-C,0.66,18.6,870,929,0,0,0
,,Streptococcus phage MM1,Streptococcus pneumoniae,pos,NC_003050,NP_150175.1,U_TM_TP-C,U_TM_TP-C,0.66,18.6,912,950,0,0,0
,,Helicobacter pylori 26695,0,0,NC_000915,NP_207143.1,U_TM_T4-PS,U_TM_T4-PS,5.6,15.2,3,108,0,0,0
,,Helicobacter pylori 26695,0,0,NC_000915,NP_207452.1,TIGR01760,TIGR01760,2.4,15.4,361,466,0,0,0
,,Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_215104.1,TM-P2,TM-P2,3.9,15.6,153,266,0,0,0
,,Mycobacterium tuberculosis H37Rv,0,0,NC_000962,NP_215699.1,TM-P2,TM-P2,1.5,17,626,718,0,0,0
,,Helicobacter pylori J99,0,0,NC_000921,NP_223321.1,TIGR01760,TIGR01760,0.41,17.9,359,466,0,0,0
,,Thermotoga maritima MSB8,0,0,NC_000853,NP_228511.1,U_TM_T4-PS,U_TM_T4-PS,7.3,14.8,82,164,0,0,0
,,Thermotoga maritima MSB8,0,0,NC_000853,NP_228511.1,U_TM_T4-PS,U_TM_T4-PS,7.3,14.8,241,359,0,0,0
,,Thermotoga maritima MSB8,0,0,NC_000853,NP_228952.1,TM-P2,TM-P2,0.022,22.9,217,367,0,0,0
,,Thermotoga maritima MSB8,0,0,NC_000853,NP_228952.1,TM-P2,TM-P2,0.022,22.9,358,536,0,0,0
,,Thermotoga maritima MSB8,0,0,NC_000853,NP_229228.1,TM-P2,TM-P2,0.45,18.7,241,349,0,0,0
,,Thermotoga maritima MSB8,0,0,NC_000853,NP_229228.1,TM-P2,TM-P2,0.45,18.7,361,563,0,1,1
,,Bacillus halodurans C-125,0,0,NC_002570,NP_240878.1,TM-SPP1,TM-SPP1,0.16,17.6,11,240,1,1,1
,,Bacillus halodurans C-125,0,0,NC_002570,NP_240878.1,TM-SPP1,TM-SPP1,0.16,17.6,134,281,1,1,1
,,Bacillus halodurans C-125,0,0,NC_002570,NP_240878.1,TM-SPP1,TM-SPP1,0.16,17.6,255,390,1,0,1
,,Bacillus halodurans C-125,0,0,NC_002570,NP_240878.1,U_TM_TP-C,U_TM_TP-C,0.5,18.9,289,338,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_240878.1,U_TM_TP-C,U_TM_TP-C,0.5,18.9,348,385,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_240988.1,TIGR01541,TIGR01541,0.24,18.8,4,119,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_241826.1,TM-SPP1,TM-SPP1,6.30E-16,65.3,34,120,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_241826.1,TM-SPP1,TM-SPP1,6.30E-16,65.3,93,503,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_241872.1,TM-P2,TM-P2,5.6,15.1,112,187,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_241872.1,TM-P2,TM-P2,5.6,15.1,183,284,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_243205.1,TM-Lam,TM-Lam,1.2,17.2,8,99,0,0,0
,,Bacillus halodurans C-125,0,0,NC_002570,NP_244385.1,TIGR02675,TIGR02675,0.65,18.4,149,220,0,0,0
,,Pasteurella multocida subsp. multocida str. Pm70,0,0,NC_002663,NP_245417.1,TIGR02675,TIGR02675,2.4,16.6,3,52,0,0,0
,,Pasteurella multocida subsp. multocida str. Pm70,0,0,NC_002663,NP_246629.1,TIGR01760,TIGR01760,0.067,20.5,19,145,0,0,0
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249316.1,TIGR01760,TIGR01760,0.11,19.7,9,143,0,0,0
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249316.1,TIGR01760,TIGR01760,0.11,19.7,356,465,0,1,1
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249327.1,TIGR01541,TIGR01541,2.30E-29,110.8,23,189,1,1,1
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249327.1,TIGR01541,TIGR01541,2.30E-29,110.8,209,337,1,1,1
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249327.1,TIGR01541,TIGR01541,2.30E-29,110.8,370,564,1,1,1
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249327.1,TM_Fam3,TM_Fam3,4.80E-16,67.7,15,109,1,1,1
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249327.1,TM_Fam3,TM_Fam3,4.80E-16,67.7,195,355,1,0,1
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249327.1,TM_Fam3,TM_Fam3,4.80E-16,67.7,365,564,0,0,0
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_249327.1,U_TM_CT-IMP,U_TM_CT-IMP,5.10E-16,66.2,495,543,0,0,0
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_251081.1,TM_Fam1,TM_Fam1,4.6,15.1,276,457,0,0,0
,,Pseudomonas aeruginosa PAO1,0,0,NC_002516,NP_252356.1,U_TM-PNJ,U_TM-PNJ,6.8,14.9,38,100,0,0,0
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_266635.1,TIGR02675,TIGR02675,5.50E-18,73.1,370,444,0,1,1
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,TM-P2,TM-P2,0,56.9,115,215,1,1,1
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,TM-P2,TM-P2,0,56.9,213,401,1,1,1
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,TIGR01760,TIGR01760,0.0000016,35.7,5,187,1,1,1
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,TIGR01760,TIGR01760,0.0000016,35.7,93,233,1,1,1
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,TIGR01760,TIGR01760,0.0000016,35.7,183,493,1,1,1
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,TM_Fam3,TM_Fam3,0.0054,25,363,525,1,0,1
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,TM_Fam3,TM_Fam3,0.0054,25,640,724,0,0,0
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267205.1,U_TM_CT-IMP,U_TM_CT-IMP,0,64.1,661,704,0,0,0
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267544.1,TM-P2,TM-P2,0,165.8,320,530,0,0,0
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267544.1,TIGR01760,TIGR01760,1.26E-44,161.1,275,645,0,0,0
,,Lactococcus lactis subsp. lactis Il1403,0,0,NC_002662,NP_267858.1,U_TM_T4-PS,U_TM_T4-PS,6.6,15,67,146,0,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_268933.1,TIGR02675,TIGR02675,1.30E-21,84.7,135,213,1,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_268933.1,TM-SPP1,TM-SPP1,0.000000059,38.9,790,911,1,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_268933.1,TM-SPP1,TM-SPP1,0.000000059,38.9,902,1048,1,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_268933.1,U_TM_TP-C,U_TM_TP-C,3.5,16.3,819,856,1,0,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_268933.1,U_TM_TP-C,U_TM_TP-C,3.5,16.3,870,916,0,0,0
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_268933.1,U_TM_TP-C,U_TM_TP-C,3.5,16.3,931,968,0,0,0
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_269176.1,TIGR02675,TIGR02675,0.00022,29.5,144,222,0,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_269531.1,U_TM_TP-C,U_TM_TP-C,2.90E-30,112.6,327,363,1,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_269531.1,U_TM_TP-C,U_TM_TP-C,2.90E-30,112.6,565,609,1,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_269531.1,U_TM_TP-C,U_TM_TP-C,2.90E-30,112.6,616,680,1,1,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_269531.1,U_TM_TP-C,U_TM_TP-C,2.90E-30,112.6,678,705,1,0,1
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_269531.1,U_TM_TP-C,U_TM_TP-C,0.00000001,43.1,619,628,0,0,0
,,Streptococcus pyogenes M1 GAS,0,0,NC_002737,NP_269531.1,U_TM_TP-C,U_TM_TP-C,0.00000001,43.1,653,675,0,0,0
,,Neisseria meningitidis MC58,0,0,NC_003112,NP_273235.1,U_TM_T4-RSM,U_TM_T4-RSM,4,15.7,258,359,0,0,0
,,Neisseria meningitidis MC58,0,0,NC_003112,NP_274139.1,TM-SuMu,TM-SuMu,0,1653.6,1,718,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286326.1,U_TM-PNJ,U_TM-PNJ,8.8,14.6,209,265,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286523.1,TM-Lam,TM-Lam,0,197.8,224,427,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286523.1,TIGR01541,TIGR01541,0,284.4,656,981,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286523.1,TM_Fam3,TM_Fam3,1.30E-17,72.8,159,300,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286523.1,TM_Fam3,TM_Fam3,1.30E-17,72.8,695,978,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286523.1,U_TM_CT-IMP,U_TM_CT-IMP,3.70E-16,66.6,902,957,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286895.1,TIGR01760,TIGR01760,0.055,20.8,6,114,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_286895.1,TIGR02675,TIGR02675,5.00E-21,82.9,87,161,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287302.1,TIGR02675,TIGR02675,6.40E-21,82.5,157,231,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287381.1,TM-Lam,TM-Lam,0,228.5,49,258,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287381.1,U_TM-PNJ,U_TM-PNJ,9.70E-23,88.2,54,140,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TM-HK97,TM-HK97,0,331.5,42,177,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TM-HK97,TM-HK97,0,331.5,395,499,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TM-HK97,TM-HK97,0,331.5,488,641,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TIGR01541,TIGR01541,0,241,670,989,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TIGR02675,TIGR02675,2.40E-20,80.7,157,231,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TM_Fam3,TM_Fam3,5.70E-20,80.5,28,140,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TM_Fam3,TM_Fam3,5.70E-20,80.5,218,352,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,TM_Fam3,TM_Fam3,5.70E-20,80.5,800,980,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287390.1,U_TM_CT-IMP,U_TM_CT-IMP,8.40E-18,71.9,908,963,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287594.1,TM-Lam,TM-Lam,0,229.9,49,258,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287594.1,TIGR01541,TIGR01541,0,358.6,477,819,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287594.1,U_TM-PNJ,U_TM-PNJ,1.20E-22,87.8,54,140,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287786.1,TIGR01541,TIGR01541,0,263.3,1,214,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287786.1,TM_Fam3,TM_Fam3,1.3,17.3,10,151,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287787.1,TM-Lam,TM-Lam,0,230.8,49,258,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287787.1,TIGR01541,TIGR01541,1.00E-17,72.6,477,602,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287787.1,U_TM-PNJ,U_TM-PNJ,2.90E-23,89.9,54,140,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,TM-HK97,TM-HK97,0,417,42,177,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,TM-HK97,TM-HK97,0,417,395,695,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,TIGR01541,TIGR01541,0,236.9,724,1043,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,TIGR02675,TIGR02675,2.60E-20,80.6,157,231,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,TM_Fam3,TM_Fam3,6.80E-20,80.2,26,107,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,TM_Fam3,TM_Fam3,6.80E-20,80.2,215,339,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,TM_Fam3,TM_Fam3,6.80E-20,80.2,854,1034,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_287971.1,U_TM_CT-IMP,U_TM_CT-IMP,9.10E-18,71.8,962,1017,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288365.1,TM-P2,TM-P2,0,176.9,227,426,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288365.1,TIGR01760,TIGR01760,0,280.9,185,536,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288365.1,TM_Fam1,TM_Fam1,0.074,20.9,17,172,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288365.1,TM_Fam1,TM_Fam1,0.074,20.9,201,519,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288446.1,TM-Lam,TM-Lam,5.47E-44,158.8,63,133,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288446.1,TM-Lam,TM-Lam,5.47E-44,158.8,145,308,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288446.1,TIGR01541,TIGR01541,0,361.2,502,844,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288446.1,U_TM-PNJ,U_TM-PNJ,2.70E-17,70.7,68,135,0,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,TM-HK97,TM-HK97,0,332.1,50,149,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,TM-HK97,TM-HK97,0,332.1,395,499,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,TM-HK97,TM-HK97,0,332.1,488,641,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,TIGR01541,TIGR01541,0,223.7,670,966,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,TIGR02675,TIGR02675,2.30E-20,80.8,157,231,1,1,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,TM_Fam3,TM_Fam3,3.00E-18,74.8,232,342,1,0,1
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,TM_Fam3,TM_Fam3,3.00E-18,74.8,790,966,0,0,0
,,Escherichia coli O157:H7 str. EDL933,0,0,NC_002655,NP_288651.1,U_TM_CT-IMP,U_TM_CT-IMP,1.90E-17,70.7,908,963,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_297811.1,TM_Fam1,TM_Fam1,1.70E-20,82.1,1,272,0,1,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298020.1,TM-P2,TM-P2,7.30E-30,112.7,160,373,1,1,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298020.1,TIGR01760,TIGR01760,0,221.1,115,483,1,0,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298020.1,TM_Fam1,TM_Fam1,0.000000016,42.8,70,269,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298020.1,TM_Fam1,TM_Fam1,0.000000016,42.8,267,465,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298648.1,U_TM_T4-PSSM2,U_TM_T4-PSSM2,0.94,16.9,63,159,0,1,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298876.2,TM-P2,TM-P2,0.092,20.9,18,161,1,0,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298876.2,TM_Fam1,TM_Fam1,9.90E-41,148.4,1,247,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298876.2,TM_Fam1,TM_Fam1,9.90E-41,148.4,448,564,0,1,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298981.2,TM-P2,TM-P2,0.092,20.9,18,161,1,1,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298981.2,TM-P2,TM-P2,0.092,20.9,442,560,1,0,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298981.2,TM_Fam1,TM_Fam1,1.10E-40,148.3,1,249,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_298981.2,TM_Fam1,TM_Fam1,1.10E-40,148.3,281,619,0,1,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_299760.1,TM-P2,TM-P2,1.20E-29,112,160,373,1,1,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_299760.1,TIGR01760,TIGR01760,0,216.5,115,483,1,0,1
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_299760.1,TM_Fam1,TM_Fam1,0.00000014,39.7,70,270,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_299760.1,TM_Fam1,TM_Fam1,0.00000014,39.7,268,465,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_300039.1,TM_Fam1,TM_Fam1,0.00001,33.6,1,82,0,0,0
,,Xylella fastidiosa 9a5c,0,0,NC_002488,NP_300039.1,TM_Fam1,TM_Fam1,0.00001,33.6,281,402,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308665.1,U_TM-PNJ,U_TM-PNJ,8.8,14.6,209,265,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308864.1,TM-Lam,TM-Lam,0,197.8,224,427,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308864.1,TIGR01541,TIGR01541,0,284.4,656,981,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308864.1,TM_Fam3,TM_Fam3,1.30E-17,72.8,159,300,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308864.1,TM_Fam3,TM_Fam3,1.30E-17,72.8,695,978,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_308864.1,U_TM_CT-IMP,U_TM_CT-IMP,3.70E-16,66.6,902,957,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309141.1,TM-Lam,TM-Lam,0,229.9,49,258,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309141.1,TIGR01541,TIGR01541,0,363,477,819,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309141.1,U_TM-PNJ,U_TM-PNJ,1.20E-22,87.8,54,140,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309670.1,TM-Lam,TM-Lam,0,226.6,49,258,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309670.1,TIGR01541,TIGR01541,0,445.9,471,809,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309670.1,U_TM-PNJ,U_TM-PNJ,7.20E-22,85.3,54,140,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,TM-HK97,TM-HK97,0,331.5,50,149,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,TM-HK97,TM-HK97,0,331.5,395,499,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,TM-HK97,TM-HK97,0,331.5,488,641,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,TIGR01541,TIGR01541,0,241,670,989,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,TIGR02675,TIGR02675,2.40E-20,80.7,157,231,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,TM_Fam3,TM_Fam3,5.70E-20,80.5,217,340,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,TM_Fam3,TM_Fam3,5.70E-20,80.5,800,980,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_309830.1,U_TM_CT-IMP,U_TM_CT-IMP,8.20E-18,71.9,908,963,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,TM-HK97,TM-HK97,0,332.4,49,179,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,TM-HK97,TM-HK97,0,332.4,395,499,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,TM-HK97,TM-HK97,0,332.4,488,641,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,TIGR01541,TIGR01541,0,241.9,670,989,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,TIGR02675,TIGR02675,1.80E-20,81.1,157,231,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,TM_Fam3,TM_Fam3,3.30E-20,81.3,216,338,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,TM_Fam3,TM_Fam3,3.30E-20,81.3,783,978,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310010.1,U_TM_CT-IMP,U_TM_CT-IMP,8.50E-18,71.9,908,963,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310193.1,TM-Lam,TM-Lam,1.96E-44,160.3,49,119,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310193.1,TM-Lam,TM-Lam,1.96E-44,160.3,131,294,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310193.1,TIGR01541,TIGR01541,0,355.1,488,830,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310193.1,U_TM-PNJ,U_TM-PNJ,2.70E-17,70.7,54,121,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,TM-HK97,TM-HK97,0,417,42,177,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,TM-HK97,TM-HK97,0,417,395,695,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,TIGR01541,TIGR01541,0,236.9,724,1043,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,TIGR02675,TIGR02675,2.60E-20,80.6,157,231,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,TM_Fam3,TM_Fam3,6.80E-20,80.2,26,107,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,TM_Fam3,TM_Fam3,6.80E-20,80.2,215,339,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,TM_Fam3,TM_Fam3,6.80E-20,80.2,854,1034,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310267.1,U_TM_CT-IMP,U_TM_CT-IMP,9.10E-18,71.8,962,1017,0,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310976.1,TM-Lam,TM-Lam,5.47E-44,158.9,60,130,1,1,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310976.1,TM-Lam,TM-Lam,5.47E-44,158.9,142,305,1,0,1
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310976.1,TIGR01541,TIGR01541,0,363.4,499,841,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_310976.1,U_TM-PNJ,U_TM-PNJ,2.70E-17,70.7,65,132,0,0,0
,,Escherichia coli O157:H7 str. Sakai,0,0,NC_002695,NP_313009.1,TIGR02675,TIGR02675,9.50E-16,66,182,256,0,0,0
,,Mycoplasma pulmonis UAB CTIP,0,0,NC_002771,NP_326144.1,U_TM_TP-C,U_TM_TP-C,9.5,14.8,2705,2760,0,0,0
,,Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_335029.1,TM-P2,TM-P2,4.3,15.5,165,278,0,0,0
,,Mycobacterium tuberculosis CDC1551,0,0,NC_002755,NP_335663.1,TM-P2,TM-P2,1.5,17,626,718,0,0,0
,,Streptococcus pneumoniae TIGR4,0,0,NC_003028,NP_345080.1,TIGR01760,TIGR01760,0.26,18.5,5,121,0,0,0
,,Streptococcus pneumoniae TIGR4,0,0,NC_003028,NP_345140.1,U_TM_T4-CPX,U_TM_T4-CPX,0.0018,24.9,110,214,0,1,1
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_346707.1,TM-Lam,TM-Lam,0.0012,27,22,172,1,1,1
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_346707.1,TM-Lam,TM-Lam,0.0012,27,193,427,1,1,1
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_346707.1,TM-Lam,TM-Lam,0.0012,27,434,544,1,1,1
