,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,31
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_347191.1,TT_Fam1,TT_Fam1,0.76,17.3,171,319,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348017.1,TT_Fam1,TT_Fam1,0.17,19.5,161,251,1,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348017.1,TT_Fam1,TT_Fam1,0.17,19.5,250,337,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348017.1,TT_Fam1,TT_Fam1,0.17,19.5,677,731,0,0,0,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348189.1,Phage_tail_2,Phage_tail_2,8.8,14.8,26,185,0,0,0,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348510.1,TIGR01603,TIGR01603,0,237.8,1,200,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348726.1,TT_Fam1,TT_Fam1,0.059,21,193,283,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348726.1,TT_Fam1,TT_Fam1,0.059,21,275,361,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348983.1,TT_Fam1,TT_Fam1,0.000057,30.8,145,235,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_348983.1,TT_Fam1,TT_Fam1,0.000057,30.8,233,320,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349686.1,TT_Fam1,TT_Fam1,0.00043,28,172,266,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349686.1,TT_Fam1,TT_Fam1,0.00043,28,263,347,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349866.1,TT_Fam1,TT_Fam1,0.000000033,41.4,165,253,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349866.1,TT_Fam1,TT_Fam1,0.000000033,41.4,380,474,0,0,0,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349867.1,TT_Fam1,TT_Fam1,0.0021,25.7,155,260,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349869.1,TT_Fam1,TT_Fam1,0.000034,31.6,162,255,1,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349869.1,TT_Fam1,TT_Fam1,0.000034,31.6,387,476,1,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349869.1,TT_Fam1,TT_Fam1,0.000034,31.6,589,699,1,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349869.1,TT_Fam1,TT_Fam1,0.000034,31.6,668,792,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349869.1,TT_Fam1,TT_Fam1,0.000034,31.6,791,873,0,0,0,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349872.1,TT_Fam1,TT_Fam1,0.39,18.3,168,257,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349873.1,TT_Fam1,TT_Fam1,0.00064,27.4,170,257,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349873.1,TT_Fam1,TT_Fam1,0.00064,27.4,384,477,0,1,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349874.1,TT_Fam1,TT_Fam1,0.0000089,33.5,169,257,1,0,1,
,,Clostridium acetobutylicum ATCC 824,0,0,NC_003030,NP_349874.1,TT_Fam1,TT_Fam1,0.0000089,33.5,383,477,0,1,1,
,,Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_370530.1,TT_Fam16,TT_Fam16,3.1,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_370530.1,TT_Fam16,TT_Fam16,3.1,16.1,717,802,0,1,1,
,,Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_371422.1,Phage_tail_2,Phage_tail_2,6.70E-22,86.5,4,141,1,0,1,
,,Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_371422.1,TIGR02126,TIGR02126,0,52.7,3,137,0,0,0,
,,Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_372481.1,TIGR01603,TIGR01603,0,223.3,10,203,0,1,1,
,,Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_372729.1,Tail_tube,Tail_tube,1.1,17.5,4,48,1,0,1,
,,Staphylococcus aureus subsp. aureus Mu50,0,0,NC_002758,NP_372729.1,Tail_tube,Tail_tube,1.1,17.5,70,134,0,1,1,
,,Staphylococcus aureus subsp. aureus N315,0,0,NC_002745,NP_373244.1,TT_Fam16,TT_Fam16,3.2,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus N315,0,0,NC_002745,NP_373244.1,TT_Fam16,TT_Fam16,3.2,16.1,717,802,0,0,0,
,,Staphylococcus aureus subsp. aureus N315,0,0,NC_002745,NP_375066.1,TIGR01603,TIGR01603,0,225,10,203,0,1,1,
,,Staphylococcus aureus subsp. aureus N315,0,0,NC_002745,NP_375318.1,Tail_tube,Tail_tube,1.1,17.5,4,48,1,0,1,
,,Staphylococcus aureus subsp. aureus N315,0,0,NC_002745,NP_375318.1,Tail_tube,Tail_tube,1.1,17.5,70,134,0,0,0,
,,Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_389148.1,DUF2001,DUF2001,0,189,1,141,0,0,0,
,,Bacillus subtilis subsp. subtilis str. 168,0,0,NC_000964,NP_390483.2,DUF2001,DUF2001,0,188.6,1,141,0,1,1,
,,Caulobacter crescentus CB15,0,0,NC_002696,NP_419018.1,TT_Fam4,TT_Fam4,0.000011,33.6,227,318,1,0,1,
,,Caulobacter crescentus CB15,0,0,NC_002696,NP_419018.1,TT_Fam4,TT_Fam4,0.000011,33.6,302,383,0,1,1,
,,Caulobacter crescentus CB15,0,0,NC_002696,NP_421577.1,Phage_tail_2,Phage_tail_2,6.90E-35,128.5,3,135,1,0,1,
,,Caulobacter crescentus CB15,0,0,NC_002696,NP_421577.1,TIGR02126,TIGR02126,2.10E-36,133.2,1,131,0,0,0,
,,Temperate phage phiNIH1.1,Streptococcus pyogenes,pos,NC_003157,NP_438151.1,TT_Fam7,TT_Fam7,0,172.5,1,151,0,0,0,
,,Haemophilus influenzae Rd KW20,0,0,NC_000907,NP_439662.1,Tail_tube,Tail_tube,5.50E-38,137.8,1,117,0,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459893.1,Phage_tail_2,Phage_tail_2,5.6,15.5,13,149,1,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459893.1,CF-HK97,CF-HK97,0.000038,31.6,35,153,1,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459893.1,CF-HK97,CF-HK97,0.000038,31.6,166,233,1,0,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_459893.1,TT_Fam1,TT_Fam1,0,320.2,1,247,0,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460013.1,Phage_tail_2,Phage_tail_2,1.9,17,50,153,1,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460013.1,TT_Fam2,TT_Fam2,0.76,18,12,132,1,0,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_460013.1,TT_Fam1,TT_Fam1,0,303.7,4,249,0,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461533.1,Phage_tail_2,Phage_tail_2,0.4,19.2,13,152,1,1,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461533.1,CF-HK97,CF-HK97,0.0023,25.9,36,155,1,0,1,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461533.1,TT_Fam1,TT_Fam1,0,313.7,2,248,0,0,0,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_461628.1,Phage_tube,Phage_tube,0,225,2,171,0,0,0,
,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,0,0,NC_003197,NP_463077.1,Phage_tube,Phage_tube,0,189.1,6,174,0,0,0,
,,Listeria phage A118,Listeria monocytogenes,pos,NC_003216,NP_463473.1,TT_Fam7,TT_Fam7,0,165.7,1,144,0,0,0,
,,Listeria phage A118,Listeria monocytogenes,pos,NC_003216,NP_463474.1,TT_Fam1,TT_Fam1,0.44,18.1,20,109,0,0,0,
,,Nostoc sp. PCC 7120,0,0,NC_003272,NP_487363.1,Phage_T4_gp19,Phage_T4_gp19,0,168.1,8,164,0,0,0,
,,Nostoc sp. PCC 7120,0,0,NC_003272,NP_487364.1,Phage_T4_gp19,Phage_T4_gp19,7.30E-43,153.9,7,139,0,0,0,
,,Pseudomonas phage phiCTX,Pseudomonas aeruginosa,neg,NC_003278,NP_490622.1,Phage_tube,Phage_tube,0,230.3,2,171,0,0,0,
,,Staphylococcus phage phiETA,Staphylococcus aureus,pos,NC_003288,NP_510944.1,TIGR02126,TIGR02126,0.096,21,8,136,0,1,1,
,,Listeria phage 2389,Listeria monocytogenes,pos,NC_003291,NP_510991.1,TT_Fam15,TT_Fam15,9.1,14.5,13,168,1,0,1,
,,Listeria phage 2389,Listeria monocytogenes,pos,NC_003291,NP_510991.1,TT_Fam18,TT_Fam18,0,311.6,1,192,0,0,0,
,,Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_518159.1,TT_Fam3,TT_Fam3,3.9,15.5,9,135,0,0,0,
,,Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_518984.1,TT_Fam3,TT_Fam3,9.40E-43,155,1,237,0,1,1,
,,Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519810.1,CF-HK97,CF-HK97,0,233.1,51,216,1,0,1,
,,Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_519810.1,TT_Fam4,TT_Fam4,0.0000048,34.8,2,214,0,0,0,
,,Ralstonia solanacearum GMI1000,0,0,NC_003295,NP_520038.1,Phage_tube,Phage_tube,0,224.2,2,169,0,0,0,
,,Enterobacteria phage T3,Escherichia coli,neg,NC_003298,NP_523334.1,TT_Fam1,TT_Fam1,0.008,23.8,283,431,0,1,1,
,,Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536368.1,TT_Fam7,TT_Fam7,0.26,19.6,6,146,1,1,1,
,,Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536368.1,TT_Fam2,TT_Fam2,0,171.2,3,152,1,1,1,
,,Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536368.1,TT_Fam4,TT_Fam4,0.0000000022,45.7,4,30,1,0,1,
,,Burkholderia phage phiE125,Burkholderia thailandensis,neg,NC_003309,NP_536368.1,TT_Fam4,TT_Fam4,0.0000000022,45.7,24,147,0,0,0,
,,Vibrio phage K139,Vibrio cholerae O139,neg,NC_003313,NP_536657.1,DUF2597,DUF2597,0,204.3,9,142,0,0,0,
,,Haemophilus phage HP2,Haemophilus influenzae,neg,NC_003315,NP_536829.1,DUF2597,DUF2597,0,201.9,1,134,0,0,0,
,,Enterobacteria phage phiP27,Escherichia coli,neg,NC_003356,NP_543097.1,Tail_tube,Tail_tube,2.80E-40,145.2,1,118,0,1,1,
,,Clostridium perfringens str. 13,0,0,NC_003366,NP_562043.1,Phage_tail,Phage_tail,5.6,14.5,1,170,1,0,1,
,,Clostridium perfringens str. 13,0,0,NC_003366,NP_562043.1,TIGR01603,TIGR01603,0,231.7,8,199,0,0,0,
,,Clostridium perfringens str. 13,0,0,NC_003366,NP_562653.1,TT_Fam19,TT_Fam19,9.7,13.9,200,281,0,0,0,
,,Mycobacterium phage TM4,Mycobacterium avium,myc,NC_003387,NP_569750.1,TT_Fam6,TT_Fam6,0.00013,30.3,12,191,0,0,0,
,,Enterobacteria phage SfV,Shigella flexneri,neg,NC_003444,NP_599044.1,Tail_tube,Tail_tube,2.10E-36,132.7,1,118,0,1,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_606630.1,Phage_tail,Phage_tail,0.00000004,41.1,1,185,1,0,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_606630.1,TIGR01603,TIGR01603,0,208,1,194,0,1,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_606933.1,Phage_tail,Phage_tail,0.008,23.8,32,188,1,0,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_606933.1,TIGR01603,TIGR01603,0,209.4,3,186,0,1,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_607368.1,Phage_tail_2,Phage_tail_2,2.90E-18,74.7,13,169,1,0,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_607368.1,TIGR02126,TIGR02126,6.00E-19,76.7,11,165,0,1,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_607542.1,TT_Fam6,TT_Fam6,4.20E-23,90.6,1,176,1,0,1,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_607542.1,TT_Fam8,TT_Fam8,0.00012,30,1,151,0,0,0,
,,Streptococcus pyogenes MGAS8232,0,0,NC_003485,NP_607790.1,TT_Fam7,TT_Fam7,0,175.2,1,150,0,0,0,
,,Clostridium phage phi3626,Clostridium perfringens,pos,NC_003524,NP_612840.1,TIGR01603,TIGR01603,0,175.6,7,198,0,0,0,
,,Xanthomonas campestris pv. campestris str. ATCC 33913,0,0,NC_003902,NP_638337.1,Phage_tube,Phage_tube,0,241.3,2,169,0,1,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_644821.1,TT_Fam16,TT_Fam16,3.1,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_644821.1,TT_Fam16,TT_Fam16,3.1,16.1,717,802,0,1,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646210.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646210.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,1,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646715.1,Phage_tail,Phage_tail,0.004,24.8,66,210,1,0,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646715.1,TIGR01603,TIGR01603,0,221.4,26,214,0,1,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646947.1,Tail_tube,Tail_tube,1.1,17.5,4,48,1,0,1,
,,Staphylococcus aureus subsp. aureus MW2,0,0,NC_003923,NP_646947.1,Tail_tube,Tail_tube,1.1,17.5,70,134,0,0,0,
,,Chlorobium tepidum TLS,0,0,NC_002932,NP_662115.1,TT_Fam2,TT_Fam2,3.3,15.9,137,255,0,1,1,
,,Lactococcus phage ul36,Lactococcus lactis,pos,NC_004066,NP_663681.1,Phage_tail_2,Phage_tail_2,1.20E-26,101.8,6,142,1,0,1,
,,Lactococcus phage ul36,Lactococcus lactis,pos,NC_004066,NP_663681.1,TIGR02126,TIGR02126,2.10E-42,152.7,4,138,0,1,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_664523.1,Phage_tail,Phage_tail,0.00000004,41.1,1,185,1,0,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_664523.1,TIGR01603,TIGR01603,0,208,1,194,0,1,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_664739.1,Phage_tail,Phage_tail,0.0027,25.4,4,189,1,0,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_664739.1,TIGR01603,TIGR01603,0,179.3,3,187,0,1,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_664911.1,TT_Fam6,TT_Fam6,6.80E-25,96.4,1,175,1,0,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_664911.1,TT_Fam8,TT_Fam8,0.00035,28.5,1,151,0,0,0,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_665024.1,TT_Fam7,TT_Fam7,0,172.5,1,151,0,1,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_665120.1,Phage_tail_2,Phage_tail_2,1.60E-29,111.1,19,151,1,0,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_665120.1,TIGR02126,TIGR02126,2.00E-38,139.8,17,147,0,1,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_665228.1,Phage_tail_2,Phage_tail_2,7.50E-32,118.7,17,165,1,0,1,
,,Streptococcus pyogenes MGAS315,0,0,NC_004070,NP_665228.1,TIGR02126,TIGR02126,0,170.9,15,161,0,1,1,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_669509.1,CF-HK97,CF-HK97,0,164.7,52,218,1,1,1,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_669509.1,TT_Fam4,TT_Fam4,0.018,23.1,6,189,1,0,1,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_669509.1,TT_Fam1,TT_Fam1,0.000000053,40.8,190,306,0,0,0,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_669515.1,TT_Fam1,TT_Fam1,0.000000026,41.8,299,401,0,0,0,
,,Yersinia pestis KIM10+,0,0,NC_004088,NP_670245.1,Tail_tube,Tail_tube,1.60E-39,142.8,4,122,0,0,0,
,,Lactobacillus phage A2,Lactobacillus casei,pos,NC_004112,NP_680492.1,TIGR01603,TIGR01603,8.60E-26,99.1,12,194,0,1,1,
,,Streptococcus agalactiae 2603V/R,0,0,NC_004116,NP_687620.1,TT_Fam6,TT_Fam6,4.30E-24,93.8,1,175,1,1,1,
,,Streptococcus agalactiae 2603V/R,0,0,NC_004116,NP_687620.1,TT_Fam8,TT_Fam8,0.0000000096,43.4,1,184,1,0,1,
,,Streptococcus agalactiae 2603V/R,0,0,NC_004116,NP_687620.1,TT_Fam18,TT_Fam18,0.063,21.3,46,183,0,1,1,
,,Streptococcus agalactiae 2603V/R,0,0,NC_004116,NP_688837.1,L_lac_phage_MSP,L_lac_phage_MSP,0.18,19.4,1,197,1,0,1,
,,Streptococcus agalactiae 2603V/R,0,0,NC_004116,NP_688837.1,TIGR01603,TIGR01603,0.0046,25,13,97,0,1,1,
,,Bacillus phage SPP1,Bacillus subtilis,pos,NC_004166,NP_690680.1,Phage_tail_2,Phage_tail_2,1.10E-26,101.9,5,140,1,0,1,
,,Bacillus phage SPP1,Bacillus subtilis,pos,NC_004166,NP_690680.1,TIGR02126,TIGR02126,3.36E-44,158.5,3,136,0,0,0,
,,Bacillus phage phi105,Bacillus subtilis,pos,NC_004167,NP_690767.1,TIGR01603,TIGR01603,3.10E-35,129.9,3,189,0,1,1,
,,Oceanobacillus iheyensis HTE831,0,0,NC_004193,NP_691131.1,Phage_tail_2,Phage_tail_2,1.10E-22,89,4,140,1,0,1,
,,Oceanobacillus iheyensis HTE831,0,0,NC_004193,NP_691131.1,TIGR02126,TIGR02126,9.60E-43,153.8,2,136,0,0,0,
,,Oceanobacillus iheyensis HTE831,0,0,NC_004193,NP_693979.1,TT_Fam4,TT_Fam4,0.61,18.1,86,225,0,1,1,
,,Lactococcus phage r1t,Lactococcus lactis,pos,NC_004302,NP_695065.1,TT_Fam6,TT_Fam6,3.50E-27,103.9,1,174,1,0,1,
,,Lactococcus phage r1t,Lactococcus lactis,pos,NC_004302,NP_695065.1,TT_Fam8,TT_Fam8,0.0000074,34,3,184,0,1,1,
,,Streptococcus phage O1205,Streptococcus thermophilus,pos,NC_004303,NP_695115.1,Phage_tail_2,Phage_tail_2,1.20E-23,92.1,7,140,1,0,1,
,,Streptococcus phage O1205,Streptococcus thermophilus,pos,NC_004303,NP_695115.1,TIGR02126,TIGR02126,7.60E-39,141.2,5,136,0,0,0,
,,Lactobacillus phage phig1e,Lactobacillus,pos,NC_004305,NP_695161.1,TT_Fam7,TT_Fam7,0,195.6,2,152,0,0,0,
,,Burkholderia phage Bcep781,Burkholderia cepacia,neg,NC_004333,NP_705630.1,TT_Fam13,TT_Fam13,0,217.7,1,144,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_716312.1,TT_Fam3,TT_Fam3,0.00000068,37.6,7,232,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_716852.1,TT_Fam14,TT_Fam14,7.3,14,185,235,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_718278.1,Tail_tube,Tail_tube,8.20E-39,140.5,1,117,0,0,0,
,,Shewanella oneidensis MR-1,0,0,NC_004347,NP_718525.1,TT_Fam2,TT_Fam2,2.00E-39,143.6,1,156,0,0,0,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_742679.2,DUF3277,DUF3277,9.6,14.2,137,247,0,1,1,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_743730.1,CF-HK97,CF-HK97,2.8,15.8,5,101,1,1,1,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_743730.1,TT_Fam2,TT_Fam2,0,195.6,1,115,1,0,1,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_743730.1,TT_Fam2,TT_Fam2,0,195.6,152,243,0,0,0,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_745204.1,Phage_tube,Phage_tube,0,228.8,3,169,0,0,0,
,,Pseudomonas putida KT2440,0,0,NC_002947,NP_745997.1,Tail_tube,Tail_tube,3.10E-36,132.1,3,117,0,0,0,
,,Escherichia coli CFT073,0,0,NC_004431,NP_752902.1,Phage_tube,Phage_tube,0,221.4,2,171,0,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753365.1,CF-HK97,CF-HK97,0.025,22.5,15,154,1,0,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753365.1,TT_Fam1,TT_Fam1,0,333.1,1,245,0,0,0,
,,Escherichia coli CFT073,0,0,NC_004431,NP_753489.1,TT_Fam1,TT_Fam1,3.10E-17,71,11,54,0,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755045.1,CF-HK97,CF-HK97,0.0076,24.2,20,164,1,1,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755045.1,CF-HK97,CF-HK97,0.0076,24.2,200,254,1,0,1,
,,Escherichia coli CFT073,0,0,NC_004431,NP_755045.1,TT_Fam1,TT_Fam1,0,353.7,11,256,0,0,0,
,,Vibrio phage VHML,Vibrio harveyi,neg,NC_004456,NP_758932.1,Phage_tube,Phage_tube,0,200.6,1,167,0,1,1,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779184.1,DUF3277,DUF3277,0.00036,28.5,7,141,1,1,1,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779184.1,TT_Fam13,TT_Fam13,5.50E-18,73,1,142,1,0,1,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779184.1,TT_Fam10,TT_Fam10,0.00086,27.6,1,140,0,0,0,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779299.1,Phage_tube,Phage_tube,0,204.6,2,169,0,1,1,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779391.1,DUF3277,DUF3277,0.00023,29.1,7,141,1,1,1,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779391.1,TT_Fam13,TT_Fam13,7.60E-19,75.8,1,142,1,0,1,
,,Xylella fastidiosa Temecula1,0,0,NC_004556,NP_779391.1,TT_Fam10,TT_Fam10,0.0016,26.7,1,136,0,1,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781411.1,TT_Fam1,TT_Fam1,0.00000000058,47.2,165,341,1,1,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781411.1,TT_Fam1,TT_Fam1,0.00000000058,47.2,1010,1105,1,1,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781411.1,TT_Fam1,TT_Fam1,0.00000000058,47.2,1108,1204,1,0,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781411.1,TT_Fam1,TT_Fam1,0.00000000058,47.2,1202,1302,0,1,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781413.1,TT_Fam1,TT_Fam1,0,50.9,1422,1589,1,1,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781413.1,TT_Fam1,TT_Fam1,0,50.9,1590,1688,1,0,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781413.1,TT_Fam1,TT_Fam1,0,50.9,1689,1787,0,1,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781414.1,TT_Fam1,TT_Fam1,0.022,22.4,728,839,1,0,1,
,,Clostridium tetani E88,0,0,NC_004557,NP_781414.1,TT_Fam1,TT_Fam1,0.022,22.4,1281,1398,0,0,0,
,,Clostridium tetani E88,0,0,NC_004557,NP_782161.1,TT_Fam15,TT_Fam15,0,217.5,2,193,0,0,0,
,,Clostridium tetani E88,0,0,NC_004557,NP_782683.1,DUF2001,DUF2001,0,174.5,1,141,0,0,0,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_790425.1,Tail_tube,Tail_tube,6.50E-33,121.4,1,115,0,0,0,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_791909.1,TT_Fam9,TT_Fam9,5.1,15.5,1,54,0,0,0,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793178.1,Phage_tube,Phage_tube,0,232.8,3,169,0,1,1,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793812.1,TT_Fam9,TT_Fam9,0.0001,30.8,109,242,1,1,1,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793812.1,TT_Fam5,TT_Fam5,0.0014,27.2,28,103,1,0,1,
,,Pseudomonas syringae pv. tomato str. DC3000,0,0,NC_004578,NP_793812.1,TT_Fam5,TT_Fam5,0.0014,27.2,133,244,0,1,1,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_801703.1,Phage_tail_2,Phage_tail_2,7.50E-32,118.7,17,165,1,0,1,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_801703.1,TIGR02126,TIGR02126,0,170.9,15,161,0,1,1,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_801807.1,Phage_tail_2,Phage_tail_2,1.60E-29,111.1,19,151,1,0,1,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_801807.1,TIGR02126,TIGR02126,2.00E-38,139.8,17,147,0,0,0,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_801903.1,TT_Fam7,TT_Fam7,0,172.5,1,151,0,1,1,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_802019.1,TT_Fam6,TT_Fam6,6.80E-25,96.4,1,175,1,0,1,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_802019.1,TT_Fam8,TT_Fam8,0.00035,28.5,1,151,0,1,1,
,,Streptococcus pyogenes SSI-1,0,0,NC_004606,NP_802182.1,Phage_tail,Phage_tail,0.0027,25.4,4,189,1,0,1,
