Species,Host,GC,Gstain,Prot RefSeq,Hmm ID,Name,E value,Score,Start,Stop,Duplicate,DD,
Treponema denticola ATCC 35405,0,0,NC_002967,NP_972858.1,TH-EcoilSE11,TH-EcoilSE11,0.0018,26.3,175,198,1,1,1
Treponema denticola ATCC 35405,0,0,NC_002967,NP_972858.1,TH-EcoilSE11,TH-EcoilSE11,0.0018,26.3,225,249,1,1,1
Treponema denticola ATCC 35405,0,0,NC_002967,NP_972858.1,TH-EcoilSE11,TH-EcoilSE11,0.0018,26.3,247,271,1,0,1
Treponema denticola ATCC 35405,0,0,NC_002967,NP_972858.1,TH-EcoilSE11,TH-EcoilSE11,0.0018,26.3,269,292,0,0,0
Bacillus cereus ATCC 10987,0,0,NC_003909,NP_978930.1,TH-BGamma,TH-BGamma,5.2,15.6,49,108,0,0,0
Bacillus cereus ATCC 10987,0,0,NC_003909,NP_981643.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,6.9,14.7,36,91,0,0,0
Staphylococcus phage phiETA2,Staphylococcus aureus,pos,NC_008798,YP_001004315.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Staphylococcus phage phiETA3,Staphylococcus aureus,pos,NC_008799,YP_001004383.1,TH_Fam6,TH_Fam6,0.0000073,34.5,1,48,0,0,0
Yersinia enterocolitica subsp. enterocolitica 8081,0,0,NC_008800,YP_001005912.1,TH_Fam4,TH_Fam4,7,14.6,18,74,0,0,0
Prochlorococcus marinus str. NATL1A,0,0,NC_008819,YP_001015328.1,TH_Fam2,TH_Fam2,2.4,16.3,118,184,0,0,0
Lactococcus lactis subsp. cremoris MG1363,0,0,NC_009004,YP_001032172.1,TH_Fam11,TH_Fam11,1.20E-15,65.5,7,101,0,0,0
Streptococcus sanguinis SK36,0,0,NC_009009,YP_001035667.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,3.5,15.7,6,35,0,0,0
Shewanella baltica OS155,0,0,NC_009052,YP_001049684.1,TH_Fam4,TH_Fam4,5.00E-13,56.7,1,47,0,0,0
Actinobacillus pleuropneumoniae serovar 5b str. L20,0,0,NC_009053,YP_001053226.1,DUF4035,DUF4035,1.10E-18,74.7,25,83,0,0,0
Mycobacterium sp. JLS,0,0,NC_009077,YP_001072155.1,U_RealTestIII,U_RealTestIII,2.10E-16,68.4,36,229,0,0,0
Shewanella loihica PV-4,0,0,NC_009092,YP_001093383.1,TH_Fam5,TH_Fam5,1.2,17.9,13,140,0,0,0
Burkholderia phage phiE202,Burkholderia thailandensis,neg,NC_009234,YP_001111058.1,Phage_P2_GpE,Phage_P2_GpE,2.50E-18,73.6,1,37,0,0,0
Burkholderia phage phi644-2,Burkholderia pseudomallei,neg,NC_009235,YP_001111093.1,DUF4035,DUF4035,3.10E-20,79.7,27,84,0,0,0
Burkholderia phage phiE12-2,Burkholderia pseudomallei,neg,NC_009236,YP_001111180.1,Phage_P2_GpE,Phage_P2_GpE,1.10E-18,74.7,1,37,0,1,1
Francisella tularensis subsp. tularensis WY96-3418,0,0,NC_009257,YP_001122616.1,TH_Fam4,TH_Fam4,2.2,16.1,107,160,1,0,1
Francisella tularensis subsp. tularensis WY96-3418,0,0,NC_009257,YP_001122616.1,TH_Fam4,TH_Fam4,2.2,16.1,242,266,0,0,0
Geobacillus thermodenitrificans NG80-2,0,0,NC_009328,YP_001126919.1,U_RealTestIII,U_RealTestIII,3.10E-32,120.6,38,418,0,0,0
Streptococcus pyogenes str. Manfredo,0,0,NC_009332,YP_001128099.1,Phage_Gp15,Phage_Gp15,0,231.8,2,183,0,0,0
Salinispora tropica CNB-440,0,0,NC_009380,YP_001159167.1,TH_Fam4,TH_Fam4,0.066,21,25,62,0,0,0
Yersinia pestis Pestoides F,0,0,NC_009381,YP_001163219.1,TH_Fam4,TH_Fam4,3.7,15.4,17,74,0,0,0
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001166592.1,TH_Fam1,TH_Fam1,0.24,19.4,130,151,0,0,0
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001167516.1,DUF1799,DUF1799,2.20E-21,83.8,4,90,0,0,0
Rhodobacter sphaeroides ATCC 17025,0,0,NC_009428,YP_001168286.1,DUF1799,DUF1799,2.20E-21,83.8,4,90,0,0,0
Enterobacter sp. 638,0,0,NC_009436,YP_001175869.1,DUF4035,DUF4035,4.5,15.1,303,343,0,0,0
Enterobacter sp. 638,0,0,NC_009436,YP_001176951.1,DUF4035,DUF4035,4.70E-22,85.5,3,55,0,0,0
Enterobacter sp. 638,0,0,NC_009436,YP_001178189.1,Phage_P2_GpE,Phage_P2_GpE,1.50E-18,74.3,1,39,0,1,1
Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001196479.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,3.7,15.6,53,90,1,1,1
Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001196479.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,3.7,15.6,121,155,1,0,1
Flavobacterium johnsoniae UW101,0,0,NC_009441,YP_001196479.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,3.7,15.6,144,163,0,0,0
Bradyrhizobium sp. ORS 278,0,0,NC_009445,YP_001206355.1,TH_Fam1,TH_Fam1,3.70E-13,57.2,217,254,0,0,0
Geobacter uraniireducens Rf4,0,0,NC_009483,YP_001229313.1,TIGR01715,TIGR01715,8,14.9,112,160,0,1,1
Geobacter uraniireducens Rf4,0,0,NC_009483,YP_001229967.1,TH_Fam2,TH_Fam2,1.9,16.6,7,61,1,0,1
Geobacter uraniireducens Rf4,0,0,NC_009483,YP_001229967.1,TH_Fam2,TH_Fam2,1.9,16.6,82,130,0,0,0
Acidiphilium cryptum JF-5,0,0,NC_009484,YP_001235617.1,U_RealTestIII,U_RealTestIII,1.70E-17,72,30,286,0,0,0
Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001245736.1,TH_Fam6,TH_Fam6,0,190.8,15,113,0,0,0
Staphylococcus aureus subsp. aureus JH9,0,0,NC_009487,YP_001246277.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Orientia tsutsugamushi str. Boryong,0,0,NC_009488,YP_001249070.1,U_RealTestIII,U_RealTestIII,2.40E-20,81.4,40,407,0,0,0
Clostridium botulinum A str. ATCC 3502,0,0,NC_009495,YP_001253186.1,Phage_Gp15,Phage_Gp15,8.5,14.4,42,145,0,1,1
Sphingomonas wittichii RW1,0,0,NC_009511,YP_001261787.1,TIGR01715,TIGR01715,9.2,14.7,92,163,1,0,1
Sphingomonas wittichii RW1,0,0,NC_009511,YP_001261787.1,TIGR01715,TIGR01715,9.2,14.7,191,266,0,0,0
Lactobacillus reuteri DSM 20016,0,0,NC_009513,YP_001270630.1,TH_Fam6,TH_Fam6,7.3,15.3,38,130,0,1,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272525.1,Phage_tail_T,Phage_tail_T,0,182.8,6,108,1,0,1
Enterobacteria phage cdtI,Escherichia coli,neg,NC_009514,YP_001272525.1,TIGR01715,TIGR01715,3.30E-37,135.3,1,106,0,0,0
Roseiflexus sp. RS-1,0,0,NC_009523,YP_001275170.1,TH_Fam1,TH_Fam1,3.4,15.8,92,118,0,0,0
Mycobacterium tuberculosis H37Ra,0,0,NC_009525,YP_001282588.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,0,0
Staphylococcus phage 80alpha,0,pos,NC_009526,YP_001285369.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285532.1,DUF1799,DUF1799,9.80E-24,91.3,124,207,0,0,0
Enterobacteria phage TLS,Shigella flexneri,neg,NC_009540,YP_001285534.1,DUF1799,DUF1799,2.10E-19,77.5,1,60,0,0,0
Aeromonas phage phiO18P,Aeromonas media,neg,NC_009542,YP_001285660.1,TH_Fam4,TH_Fam4,2.80E-22,86.3,1,47,0,0,0
Xanthomonas phage Xop411,Xanthomonas oryzae,neg,NC_009543,YP_001285686.2,DUF1799,DUF1799,1.90E-27,103.3,14,98,0,0,0
Lactobacillus phage LL-H,Lactobacillus delbrueckii subsp. lactis strains LK,pos,NC_009554,YP_001285890.1,Phage_Gp15,Phage_Gp15,0.012,23.6,4,88,0,0,0
Lactobacillus phage LL-H,Lactobacillus delbrueckii subsp. lactis strains LK,pos,NC_009554,YP_001285891.1,Phage_Gp15,Phage_Gp15,0.00000011,40.1,1,50,0,0,0
Mycobacterium tuberculosis F11,0,0,NC_009565,YP_001287249.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,0,0
Burkholderia phage BcepNY3,Burkholderia cenocepacia HI2424,neg,NC_009604,YP_001294855.1,U_RealTestIII,U_RealTestIII,5.50E-15,63.7,31,420,0,0,0
Flavobacterium psychrophilum JIP02/86,0,0,NC_009613,YP_001296619.1,U_RealTestIII,U_RealTestIII,0.88,16.9,135,221,0,0,0
Bacteroides vulgatus ATCC 8482,0,0,NC_009614,YP_001300969.1,Phage_P2_GpE,Phage_P2_GpE,8,14.4,74,99,0,0,0
Staphylococcus aureus subsp. aureus JH1,0,0,NC_009632,YP_001315512.1,TH_Fam6,TH_Fam6,0,190.8,15,113,0,0,0
Staphylococcus aureus subsp. aureus JH1,0,0,NC_009632,YP_001316061.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Alkaliphilus metalliredigens QYMF,0,0,NC_009633,YP_001318302.1,U_RealTestIII,U_RealTestIII,0,503.8,10,479,0,0,0
Alkaliphilus metalliredigens QYMF,0,0,NC_009633,YP_001319774.1,U_RealTestIII,U_RealTestIII,0,503.8,10,479,0,0,0
Alkaliphilus metalliredigens QYMF,0,0,NC_009633,YP_001321424.1,Phage_Gp15,Phage_Gp15,6.1,14.9,397,523,0,0,0
Alkaliphilus metalliredigens QYMF,0,0,NC_009633,YP_001322099.1,U_RealTestIII,U_RealTestIII,0,503.8,10,479,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,0,0,NC_009641,YP_001331335.1,TH_Fam6,TH_Fam6,0.0000073,34.5,1,48,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,0,0,NC_009641,YP_001332061.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Staphylococcus aureus subsp. aureus str. Newman,0,0,NC_009641,YP_001332815.1,TH_Fam2,TH_Fam2,3.5,15.7,15,95,0,0,0
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,0,0,NC_009648,YP_001334304.1,DUF4035,DUF4035,4.5,15.1,303,343,0,0,0
Klebsiella pneumoniae subsp. pneumoniae MGH 78578,0,0,NC_009648,YP_001337105.1,Phage_P2_GpE,Phage_P2_GpE,9.10E-22,84.6,7,45,0,1,1
Marinomonas sp. MWYL1,0,0,NC_009654,YP_001343213.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,3.3,15.8,303,360,1,0,1
Marinomonas sp. MWYL1,0,0,NC_009654,YP_001343213.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,3.3,15.8,488,520,0,1,1
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344542.1,Phage_tail_T,Phage_tail_T,8,15.3,6,85,1,1,1
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344542.1,TIGR01715,TIGR01715,1.2,17.5,6,86,1,0,1
Actinobacillus succinogenes 130Z,0,0,NC_009655,YP_001344542.1,DUF4035,DUF4035,1.40E-22,87.1,22,78,0,0,0
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346085.1,TH_Fam4,TH_Fam4,4.10E-10,47.3,1,46,0,0,0
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001346163.1,Phage_P2_GpE,Phage_P2_GpE,1,17.2,13,38,0,0,0
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001347783.1,DUF1799,DUF1799,3.10E-26,99.4,1,80,0,0,0
Pseudomonas aeruginosa PA7,0,0,NC_009656,YP_001350402.1,TH_Fam4,TH_Fam4,4.10E-10,47.3,1,46,0,0,0
Sulfurovum sp. NBC37-1,0,0,NC_009663,YP_001359678.1,TH_Fam11,TH_Fam11,5,15.5,87,154,0,0,0
Clostridium botulinum A str. ATCC 19397,0,0,NC_009697,YP_001383029.1,Phage_Gp15,Phage_Gp15,8.5,14.4,42,145,0,0,0
Clostridium botulinum A str. Hall,0,0,NC_009698,YP_001386576.1,Phage_Gp15,Phage_Gp15,8.5,14.4,42,145,0,0,0
Clostridium botulinum F str. Langeland,0,0,NC_009699,YP_001391663.1,U_RealTestIII,U_RealTestIII,0,952.9,1,469,0,0,0
Clostridium kluyveri DSM 555,0,0,NC_009706,YP_001394650.1,TH-BGamma,TH-BGamma,6,15.4,96,144,0,0,0
Campylobacter hominis ATCC BAA-381,0,0,NC_009714,YP_001405871.1,U_RealTestIII,U_RealTestIII,0.58,17.5,159,356,0,0,0
Campylobacter curvus 525.92,0,0,NC_009715,YP_001408606.1,TH_Fam1,TH_Fam1,6,15,135,155,0,0,0
Francisella tularensis subsp. holarctica FTNF002-00,0,0,NC_009749,YP_001427597.1,TH_Fam4,TH_Fam4,7.3,14.5,107,159,0,0,0
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001437142.1,DUF4035,DUF4035,4.70E-20,79.1,27,79,0,1,1
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001439117.1,U_RealTestIII,U_RealTestIII,0.00000026,38.4,26,244,1,0,1
Cronobacter sakazakii ATCC BAA-894,0,0,NC_009778,YP_001439117.1,U_RealTestIII,U_RealTestIII,0.00000026,38.4,286,464,0,0,0
Enterobacteria phage BP-4795,Escherichia coli,neg,NC_004813,YP_001449303.1,DUF4035,DUF4035,3.50E-21,82.7,27,79,0,0,0
Citrobacter koseri ATCC BAA-895,0,0,NC_009792,YP_001455487.1,DUF4035,DUF4035,4.5,15.1,301,341,0,0,0
Escherichia coli HS,0,0,NC_009800,YP_001457682.1,Phage_P2_GpE,Phage_P2_GpE,1.70E-20,80.5,1,39,0,0,0
Campylobacter concisus 13826,0,0,NC_009802,YP_001467758.1,U_RealTestIII,U_RealTestIII,3.50E-38,140.2,6,478,0,0,0
Listeria phage A500,Listeria monocytogenes,pos,NC_009810,YP_001468401.1,Phage_Gp15,Phage_Gp15,0,248.9,3,198,0,0,0
Listeria phage A511,Listeria monocytogenes,pos,NC_009811,YP_001468566.1,TIGR01715,TIGR01715,3.1,16.2,16,110,0,0,0
Listeria phage B054,Listeria monocytogenes,pos,NC_009813,YP_001468706.1,U_RealTestIII,U_RealTestIII,3.50E-30,113.8,10,310,0,0,0
Listeria phage A006,Listeria monocytogenes,pos,NC_009815,YP_001468854.1,Phage_Gp15,Phage_Gp15,0.012,23.7,1,68,0,0,0
Mycobacterium phage Tweety,Mycobacterium smegmatis,myc,NC_009820,YP_001469245.1,TH_Fam5,TH_Fam5,0,177.9,160,311,0,1,1
Enterobacteria phage Phi1,Escherichia coli K-12 (F+),neg,NC_009821,YP_001469523.1,U_TH_T4,U_TH_T4,1.20E-16,68.3,197,252,1,0,1
Enterobacteria phage Phi1,Escherichia coli K-12 (F+),neg,NC_009821,YP_001469523.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.000053,31.1,196,254,0,1,1
Thermotoga lettingae TMO,0,0,NC_009828,YP_001469638.1,Phage_tail_T,Phage_tail_T,3.2,16.6,8,98,1,0,1
Thermotoga lettingae TMO,0,0,NC_009828,YP_001469638.1,Phage_tail_T,Phage_tail_T,3.2,16.6,272,360,0,1,1
Shewanella sediminis HAW-EB3,0,0,NC_009831,YP_001476237.1,TH-BGamma,TH-BGamma,6.3,15.3,38,55,1,0,1
Shewanella sediminis HAW-EB3,0,0,NC_009831,YP_001476237.1,TH-BGamma,TH-BGamma,6.3,15.3,118,164,0,0,0
Serratia proteamaculans 568,0,0,NC_009832,YP_001477094.1,Phage_P2_GpE,Phage_P2_GpE,2.20E-22,86.6,5,44,0,0,0
Serratia proteamaculans 568,0,0,NC_009832,YP_001478124.1,TH_Fam4,TH_Fam4,1.2,17,18,72,0,0,0
Campylobacter jejuni subsp. jejuni 81116,0,0,NC_009839,YP_001482759.1,U_RealTestIII,U_RealTestIII,0.72,17.2,2,200,0,0,0
Mycobacterium phage U2,0,myc,NC_009877,YP_001491593.1,TH_Fam5,TH_Fam5,1.40E-34,127.6,8,123,0,0,0
Mycobacterium phage Bethlehem,0,myc,NC_009878,YP_001491674.1,TH_Fam5,TH_Fam5,2.50E-33,123.5,18,133,0,1,1
Rickettsia canadensis str. McKiel,0,0,NC_009879,YP_001491919.1,U_TH_T4,U_TH_T4,8.1,14.4,654,681,1,1,1
Rickettsia canadensis str. McKiel,0,0,NC_009879,YP_001491919.1,U_TH_T4,U_TH_T4,8.1,14.4,821,862,1,0,1
Rickettsia canadensis str. McKiel,0,0,NC_009879,YP_001491919.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,5.7,15,819,864,0,0,0
Rickettsia rickettsii str.  Sheila Smith,0,0,NC_009882,YP_001494263.1,TH_Fam2,TH_Fam2,5.5,15.1,3,41,0,0,0
Rickettsia rickettsii str.  Sheila Smith,0,0,NC_009882,YP_001495203.1,TH_Fam2,TH_Fam2,1.4,17,7,60,0,1,1
Rickettsia bellii OSU 85-389,Dermacentor variabilis adult female tick,0,NC_009883,YP_001495789.1,U_TH_T4,U_TH_T4,1.1,17.1,651,678,1,0,1
Rickettsia bellii OSU 85-389,Dermacentor variabilis adult female tick,0,NC_009883,YP_001495789.1,U_TH_T4,U_TH_T4,1.1,17.1,819,859,0,0,0
Rickettsia bellii OSU 85-389,Dermacentor variabilis adult female tick,0,NC_009883,YP_001496509.1,U_RealTestIII,U_RealTestIII,4.80E-22,87,20,381,0,0,0
Shewanella pealeana ATCC 700345,0,0,NC_009901,YP_001500554.1,TH_Fam6,TH_Fam6,7.7,15.2,38,139,0,0,0
Acaryochloris marina MBIC11017,0,0,NC_009925,YP_001517751.1,Phage_P2_GpE,Phage_P2_GpE,1.9,16.4,55,83,0,0,0
Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001531949.1,TH_Fam1,TH_Fam1,2.4,16.2,110,131,0,1,1
Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533896.1,TH_Fam1,TH_Fam1,5.60E-14,59.8,69,86,1,1,1
Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533896.1,TH_Fam1,TH_Fam1,5.60E-14,59.8,221,259,1,0,1
Dinoroseobacter shibae DFL 12,0,0,NC_009952,YP_001533896.1,U_TH_T4,U_TH_T4,9.5,14.2,224,258,0,0,0
Salinispora arenicola CNS-205,0,0,NC_009953,YP_001537318.1,TH_Fam4,TH_Fam4,1.2,17,25,62,0,0,0
Staphylococcus phage 52A,Staphylococcus aureus,pos,NC_007062,YP_001551740.1,TH_Fam6,TH_Fam6,0,192.8,15,113,0,0,0
Shewanella baltica OS195,0,0,NC_009997,YP_001555318.1,Phage_P2_GpE,Phage_P2_GpE,5.30E-20,78.9,1,39,0,0,0
Clostridium phytofermentans ISDg,0,0,NC_010001,YP_001560067.1,U_RealTestIII,U_RealTestIII,0,921.9,2,471,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001562359.1,DUF1799,DUF1799,2.80E-23,89.9,7,93,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001563612.1,Phage_P2_GpE,Phage_P2_GpE,8.60E-16,65.5,1,38,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001563646.1,Phage_P2_GpE,Phage_P2_GpE,8.60E-16,65.5,1,38,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001564272.1,DUF1799,DUF1799,2.10E-25,96.7,18,102,0,0,0
Delftia acidovorans SPH-1,0,0,NC_010002,YP_001565101.1,DUF1799,DUF1799,4.00E-25,95.8,17,101,0,0,0
Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595202.1,TIGR01715,TIGR01715,9.3,14.7,2,60,0,1,1
Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595315.1,TH_Fam1,TH_Fam1,0.00000038,38,209,248,1,1,1
Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595315.1,U_TH_T4,U_TH_T4,1.20E-13,58.7,200,250,1,0,1
Enterobacteria phage JS98,Escherichia coli,neg,NC_010105,YP_001595315.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.013,23.5,199,250,0,1,1
Enterobacteria phage phiEcoM-GJ1,Escherichia coli,neg,NC_010106,YP_001595443.1,U_RealTestIII,U_RealTestIII,0.00000048,37.6,176,417,1,0,1
Enterobacteria phage phiEcoM-GJ1,Escherichia coli,neg,NC_010106,YP_001595443.1,U_RealTestIII,U_RealTestIII,0.00000048,37.6,487,653,0,0,0
Staphylococcus phage phiMR11,Staphylococcus aureus,pos,NC_010147,YP_001604143.1,TH_Fam6,TH_Fam6,0,192.8,15,113,0,0,0
Sorangium cellulosum So ce56,0,0,NC_010162,YP_001612726.1,TH_Fam1,TH_Fam1,1.90E-14,61.4,204,241,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001629579.1,U_RealTestIII,U_RealTestIII,3.00E-19,77.8,5,301,0,0,0
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633039.1,Phage_P2_GpE,Phage_P2_GpE,1.3,16.9,1,32,0,1,1
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633299.1,TH-EcoilSE11,TH-EcoilSE11,9.2,14.4,61,97,1,1,1
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633299.1,TH-EcoilSE11,TH-EcoilSE11,9.2,14.4,134,165,1,0,1
Bordetella petrii DSM 12804,0,0,NC_010170,YP_001633299.1,TH-EcoilSE11,TH-EcoilSE11,9.2,14.4,193,217,0,1,1
Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001635759.1,TH_Fam1,TH_Fam1,9.20E-15,62.4,175,213,1,0,1
Chloroflexus aurantiacus J-10-fl,0,0,NC_010175,YP_001635759.1,U_TH_T4,U_TH_T4,0.95,17.4,178,214,0,0,0
Methylobacterium extorquens PA1,0,0,NC_010172,YP_001638280.1,U_RealTestIII,U_RealTestIII,9.40E-20,79.4,13,451,0,0,0
Bacillus weihenstephanensis KBAB4,0,0,NC_010184,YP_001646221.1,TH-BCereus,TH-BCereus,0.55,18.7,1,53,0,0,0
Rickettsia rickettsii str. Iowa,0,0,NC_010263,YP_001649508.1,TH_Fam2,TH_Fam2,5.5,15.1,3,41,0,0,0
Rickettsia rickettsii str. Iowa,0,0,NC_010263,YP_001650475.1,TH_Fam2,TH_Fam2,1.4,17,7,60,0,0,0
Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001656860.1,TH-EcoilSE11,TH-EcoilSE11,7.2,14.8,101,142,0,0,0
Microcystis aeruginosa NIES-843,0,0,NC_010296,YP_001660529.1,Phage_P2_GpE,Phage_P2_GpE,8,14.4,13,30,0,0,0
Pseudomonas putida GB-1,0,0,NC_010322,YP_001669633.1,DUF1799,DUF1799,6.40E-25,95.1,11,93,0,1,1
Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001672982.1,TH_Fam6,TH_Fam6,0.54,18.9,11,71,1,0,1
Shewanella halifaxensis HAW-EB4,0,0,NC_010334,YP_001672982.1,TH_Fam6,TH_Fam6,0.54,18.9,39,139,0,0,0
Caulobacter sp. K31,0,0,NC_010338,YP_001683449.1,TH_Fam1,TH_Fam1,1.50E-13,58.5,205,242,0,0,0
Streptococcus phage 858,Streptococcus thermophilus,pos,NC_010353,YP_001686812.1,TH_Fam2,TH_Fam2,0.000095,30.4,14,98,0,0,0
Streptococcus pneumoniae Hungary19A-6,0,0,NC_010380,YP_001693536.1,Phage_Gp15,Phage_Gp15,0,217.4,4,181,0,1,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697843.1,TH_Fam10,TH_Fam10,0.33,19.1,46,70,1,1,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697843.1,TH_Fam10,TH_Fam10,0.33,19.1,93,118,1,1,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697843.1,TH_Fam10,TH_Fam10,0.33,19.1,141,166,1,1,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697843.1,TH_Fam10,TH_Fam10,0.33,19.1,189,214,1,0,1
Lysinibacillus sphaericus C3-41,0,0,NC_010382,YP_001697843.1,TH_Fam10,TH_Fam10,0.33,19.1,233,262,0,0,0
Acinetobacter baumannii SDF,0,0,NC_010400,YP_001708353.1,TH_Fam2,TH_Fam2,6.5,14.9,7,87,0,1,1
Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714332.1,U_RealTestIII,U_RealTestIII,1.3,16.4,5,212,1,0,1
Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714332.1,U_RealTestIII,U_RealTestIII,1.3,16.4,282,486,0,0,0
Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714510.1,TH-EcoilSE11,TH-EcoilSE11,0.013,23.5,42,100,0,1,1
Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714684.1,TH_Fam2,TH_Fam2,4.6,15.3,1,39,1,0,1
Acinetobacter baumannii AYE,0,0,NC_010410,YP_001714684.1,TH_Fam2,TH_Fam2,4.6,15.3,48,90,0,0,0
Salmonella phage Fels-2,Salmonella typhimurium LT2,neg,NC_010463,YP_001718721.1,Phage_P2_GpE,Phage_P2_GpE,8.20E-19,75.1,7,45,0,0,0
Yersinia pseudotuberculosis YPIII,0,0,NC_010465,YP_001720419.1,TH_Fam4,TH_Fam4,2.4,16,17,74,0,1,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725070.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725070.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725070.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Escherichia coli ATCC 8739,0,0,NC_010468,YP_001725070.1,TIGR01715,TIGR01715,0,189.1,113,144,0,1,1
Leuconostoc citreum KM20,0,0,NC_010471,YP_001728935.1,U_TH_T4,U_TH_T4,8.8,14.3,15,50,1,0,1
Leuconostoc citreum KM20,0,0,NC_010471,YP_001728935.1,U_TH_T4,U_TH_T4,8.8,14.3,71,94,0,0,0
Synechococcus sp. PCC 7002,0,0,NC_010475,YP_001733793.1,TIGR01715,TIGR01715,9.2,14.7,28,127,0,0,0
Escherichia coli SMS-3-5,0,0,NC_010498,YP_001743258.1,DUF4035,DUF4035,1.90E-20,80.3,31,83,0,0,0
Escherichia coli SMS-3-5,0,0,NC_010498,YP_001746293.1,Phage_P2_GpE,Phage_P2_GpE,2.80E-21,83,1,39,0,0,0
Pseudomonas putida W619,0,0,NC_010501,YP_001751768.1,TH_Fam2,TH_Fam2,5.3,15.1,24,78,0,0,0
Shewanella woodyi ATCC 51908,0,0,NC_010506,YP_001761048.1,TH_Fam1,TH_Fam1,9.9,14.3,212,233,0,1,1
Methylobacterium sp. 4-46,0,0,NC_010511,YP_001772670.1,U_RealTestIII,U_RealTestIII,0.046,21.1,18,91,1,0,1
Methylobacterium sp. 4-46,0,0,NC_010511,YP_001772670.1,U_RealTestIII,U_RealTestIII,0.046,21.1,115,291,0,0,0
Clostridium botulinum B1 str. Okra,0,0,NC_010516,YP_001781730.1,Phage_Gp15,Phage_Gp15,1.90E-21,84.9,3,170,0,0,0
